Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.025987054	0.00279921477690477
HMR_9034	glucose	-0.864113881	-0.864113881
HMR_9039	isoleucine	-0.00889841	-0.000674188639645692
HMR_9040	leucine	-0.010361673	-0.00137491257572979
HMR_9041	lysine	-0.012443708	-0.00107828496436853
HMR_9042	methionine	-0.003263032	-0.000337388937178115
HMR_9043	phenylalanine	-0.00339599	-0.0005702584136836
HMR_9044	threonine	-0.008802744	-0.008802744
HMR_9045	tryptophan	-0.000725178	-0.00014777334728758
HMR_9046	valine	-0.010005055	-0.00100846205077711
HMR_9061	alanine	0.0076389	-0.0012514369725487
HMR_9062	asparagine	-0.002440472	-0.000561904437103405
HMR_9063	glutamine	-0.109775824	-0.109775824
HMR_9064	tyrosine	-0.003969672	-0.000427261086648375
HMR_9066	arginine	-0.009856139	-0.000766999544749486
HMR_9067	glycine	0.0025653	0.119518481375711
HMR_9068	proline	0.000231007	-0.000771590536905087
HMR_9069	serine	-0.030117158	-0.384200387345362
HMR_9070	aspartate	-0.000684778	-0.146239311189776
HMR_9071	glutamate	0.018807129	0
HMR_9083	choline	-0.000571763	-0.000349344915341083
HMR_9087	ornithine	0.01603422	0
HMR_9133	pyruvate	5.76e-08	0
HMR_9135	L-lactate	0.992967126	1.7469686879998
HMR_9146	folate	-1.4e-05	-0.0056012508217289
HMR_9259	AKG	1.24e-05	0.107300512803125
HMR_9292	L-carnitine	9.89e-06	0
