Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.826120427	-0.826120427
HMR_9039	isoleucine	-0.008957816	-0.0061910179558656
HMR_9040	leucine	-0.016259326	-0.0133036761252258
HMR_9041	lysine	-0.017307958	-0.0114403600414215
HMR_9042	methionine	-0.004789793	-0.00312556246315545
HMR_9043	phenylalanine	-0.005369239	-0.00581034047637872
HMR_9044	threonine	-0.011510289	-0.00810437309256552
HMR_9045	tryptophan	-0.00138647	-0.00144256729068713
HMR_9046	valine	-0.011472903	-0.00943679435991165
HMR_9061	alanine	0.055245815	-0.0187734104357478
HMR_9062	asparagine	-0.002396685	-0.00801426272603961
HMR_9063	glutamine	-0.228850691	-0.0324844782495485
HMR_9064	tyrosine	-0.008123502	-0.00380677479486882
HMR_9066	arginine	-0.011382525	-0.0101580780052552
HMR_9067	glycine	0.003908824	-0.0322774431291239
HMR_9068	proline	0.005380916	-0.0170904152632795
HMR_9069	serine	-0.033339735	-1.45275745926433
HMR_9070	aspartate	-0.004150227	0
HMR_9071	glutamate	0.042193442	-0.706308184772645
HMR_9083	choline	-0.000966912	-0.00074391391971622
HMR_9087	ornithine	0.003060358	0
HMR_9133	pyruvate	1.15384e-07	0
HMR_9135	L-lactate	1.166895089	3.50572909173892
HMR_9146	folate	-2.33989e-06	-0.00867100277214675
HMR_9259	AKG	1.33479e-05	0
HMR_9292	L-carnitine	-2.45652e-05	0
humanGrowthOut	biomass	0.031111255	0.0333927613584984
