Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.479477546	-1.06737523033547
HMR_9039	isoleucine	-0.005568708	-0.00423807841546793
HMR_9040	leucine	-0.006592535	-0.00910706818081135
HMR_9041	lysine	-0.006015855	-0.00783153001693265
HMR_9042	methionine	-0.001426579	-0.00213961240392556
HMR_9043	phenylalanine	-0.00220937	-0.00397748459704111
HMR_9044	threonine	-0.004979441	-0.0181983658425196
HMR_9045	tryptophan	-0.00035138	-0.000987513417196411
HMR_9046	valine	-0.004841612	-0.00645998360415986
HMR_9061	alanine	0.018852115	-0.0128513898876811
HMR_9062	asparagine	-0.001988739	-0.00548618565109117
HMR_9063	glutamine	-0.078432974	-0.0222373391724219
HMR_9064	tyrosine	-0.003180849	-0.00260593818426831
HMR_9066	arginine	-0.007139201	-0.00695374031275806
HMR_9067	glycine	0.006385996	-0.0220956127097702
HMR_9068	proline	0.001436971	-0.0116992909009519
HMR_9069	serine	-0.016568732	-0.0138577003484635
HMR_9070	aspartate	-0.00113204	-0.00772637812528709
HMR_9071	glutamate	0.00917449	0
HMR_9083	choline	-0.000990661	-0.000509248325330474
HMR_9087	ornithine	0.001948405	0.00689099319669559
HMR_9133	pyruvate	5.8547e-08	0.0153928118626938
HMR_9135	L-lactate	0.743240244	1.92485442079226
HMR_9146	folate	8.4277e-07	0
HMR_9259	AKG	4.47547e-06	1.24570809264257e-05
HMR_9292	L-carnitine	-5.56215e-06	0
humanGrowthOut	biomass	0.010926773	0.0228591068795466
