Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.479477546	-599.017788581121
HMR_9039	isoleucine	-0.005568708	-7.48976849030741
HMR_9040	leucine	-0.006592535	-14.1738646728925
HMR_9041	lysine	-0.006015855	-10.6826180060958
HMR_9042	methionine	-0.001426579	-3.43156723659503
HMR_9043	phenylalanine	-0.00220937	-531.801959451784
HMR_9044	threonine	-0.004979441	-889.667590147838
HMR_9045	tryptophan	-0.00035138	-1.43230632483966
HMR_9046	valine	-0.004841612	-10.0559839889785
HMR_9061	alanine	0.018852115	378.651030781167
HMR_9062	asparagine	-0.001988739	-5.56510686630411
HMR_9063	glutamine	-0.078432974	-406.426040329688
HMR_9064	tyrosine	-0.003180849	-4.08804096881321
HMR_9066	arginine	-0.007139201	-7.92244435926938
HMR_9067	glycine	0.006385996	-6.30647490475418
HMR_9068	proline	0.001436971	-7.44500891765617
HMR_9069	serine	-0.016568732	-19.3232428545006
HMR_9070	aspartate	-0.00113204	0
HMR_9071	glutamate	0.00917449	0
HMR_9083	choline	-0.000990661	-1.5585074129094
HMR_9087	ornithine	0.001948405	389.838097087686
HMR_9133	pyruvate	5.8547e-08	482.292015790603
HMR_9135	L-lactate	0.743240244	0
HMR_9146	folate	8.4277e-07	0
HMR_9259	AKG	4.47547e-06	0
HMR_9292	L-carnitine	-5.56215e-06	0
humanGrowthOut	biomass	0.010926773	31.6769799371829
