Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.011473383	0.0160437206654539
HMR_9034	glucose	-0.26705905	-0.26705905
HMR_9039	isoleucine	-0.003331967	-0.00386411728729805
HMR_9040	leucine	-0.004904579	-0.00788032182683029
HMR_9041	lysine	-0.006186391	-0.00618019842879537
HMR_9042	methionine	-0.001965335	-0.00193374724524906
HMR_9043	phenylalanine	-0.002257474	-0.00326844041112884
HMR_9044	threonine	-0.005240142	-0.0048941194956938
HMR_9045	tryptophan	-0.000467773	-0.000846964057649978
HMR_9046	valine	-0.005347229	-0.00578000787144646
HMR_9061	alanine	0.009601013	0.683950848991376
HMR_9062	asparagine	-0.001628876	-0.00322055953117486
HMR_9063	glutamine	-0.091938612	-0.00487599715622632
HMR_9064	tyrosine	-0.00311885	-0.00244885014967826
HMR_9066	arginine	-0.001574063	-0.00439606369186787
HMR_9067	glycine	0.002939872	-0.00648068367969676
HMR_9068	proline	0.001361038	-0.00442237699813128
HMR_9069	serine	-0.017833616	-4.72538863071756
HMR_9070	aspartate	-0.006761827	0
HMR_9071	glutamate	0.016202008	-2.38250014873308
HMR_9083	choline	-0.000451292	-0.00200227302451814
HMR_9087	ornithine	0.001635996	0
HMR_9133	pyruvate	3.08e-08	0
HMR_9135	L-lactate	0.317551752	5.66066307034432
HMR_9146	folate	-3.16e-06	-0.0167753661575538
HMR_9259	AKG	8.71e-06	0
HMR_9292	L-carnitine	-2.19e-05	0
