Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.864113881	-508.779213090113
HMR_9039	isoleucine	-0.00889841	-7.81345558890518
HMR_9040	leucine	-0.010361673	-14.7864199391632
HMR_9041	lysine	-0.012443708	-70.0887408562758
HMR_9042	methionine	-0.003263032	-3.57987009053425
HMR_9043	phenylalanine	-0.00339599	-19.5793300511539
HMR_9044	threonine	-0.008802744	-872.588287708131
HMR_9045	tryptophan	-0.000725178	-1.49420664648386
HMR_9046	valine	-0.010005055	-10.4905758305221
HMR_9061	alanine	0.0076389	-12.1092996975462
HMR_9062	asparagine	-0.002440472	-5.8056154076925
HMR_9063	glutamine	-0.109775824	-16.8660690164036
HMR_9064	tyrosine	-0.003969672	-4.26471480350602
HMR_9066	arginine	-0.009856139	-8.26483051336385
HMR_9067	glycine	0.0025653	0
HMR_9068	proline	0.000231007	-7.76676163120256
HMR_9069	serine	-0.030117158	-26.7373633413724
HMR_9070	aspartate	-0.000684778	-0.0320000000604033
HMR_9071	glutamate	0.018807129	-11.128318534467
HMR_9083	choline	-0.000571763	-1.62586179686407
HMR_9087	ornithine	0.01603422	0
HMR_9133	pyruvate	5.75643e-08	0
HMR_9135	L-lactate	0.992967126	1000
HMR_9146	folate	-1.39717e-05	-66.3608595781965
HMR_9259	AKG	1.23778e-05	0
HMR_9292	L-carnitine	9.89095e-06	0
humanGrowthOut	biomass	0.025987054	33.0459714809771
