Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.031111255	0.0360624757002883
HMR_9034	glucose	-0.826120427	-0.826120427
HMR_9039	isoleucine	-0.008957816	-0.00868561842243387
HMR_9040	leucine	-0.016259326	-0.0177130928863924
HMR_9041	lysine	-0.017307958	-0.0138916190520129
HMR_9042	methionine	-0.004789793	-0.00433764686782044
HMR_9043	phenylalanine	-0.005369239	-0.00734667820276707
HMR_9044	threonine	-0.011510289	-0.0110097768105444
HMR_9045	tryptophan	-0.00138647	-0.00190377415469392
HMR_9046	valine	-0.011472903	-0.0129920856737638
HMR_9061	alanine	0.055245815	1.08618552358908
HMR_9062	asparagine	-0.002396685	-0.00723905335028713
HMR_9063	glutamine	-0.228850691	-0.0109600841742224
HMR_9064	tyrosine	-0.008123502	-0.00550443384411299
HMR_9066	arginine	-0.011382525	-0.00988130766987642
HMR_9067	glycine	0.003908824	-0.014567038568775
HMR_9068	proline	0.005380916	-0.00994045373627246
HMR_9069	serine	-0.033339735	-10.2108749164595
HMR_9070	aspartate	-0.004150227	0
HMR_9071	glutamate	0.042193442	-5.15141830993428
HMR_9083	choline	-0.000966912	-0.00450063447237071
HMR_9087	ornithine	0.003060358	7.4649324699591e-07
HMR_9133	pyruvate	1.15e-07	0
HMR_9135	L-lactate	1.166895089	13.0116747184439
HMR_9146	folate	-2.34e-06	-0.0381947073106819
HMR_9259	AKG	1.33e-05	0
HMR_9292	L-carnitine	-2.46e-05	0
