Protein.ID;Average,,pmol,mg,;std
Q6EMK4;0,3776987;0.03005899
Q6FI13;0,0857221;0.05687641
Q6FI81;3,774597;0.8710662
Q6FIF0;0,06626874;0.11478082
Q6GMR7;0;0
Q6GMV2;0,4843023;0.04301092
Q6GMV3;4,580876;0.6097668
Q6GQQ9;0,002627348;0.004550702
Q6GYQ0;0,6628884;0.09767784
Q6I9Y2;1,995221;0.09480479
Q6IA17;0;0
Q6IA69;0,04551571;0.01345484
Q6IA86;1,1886364;0.0068938835
Q6IAA8;1,757345;0.3823936
Q6IAN0;2,271963;0.1921761
Q6IB77;0,06171864;0.07190914
Q6IBS0;2,262045;0.1457426
Q6IBW4;0,09546567;0.04002645
Q6IC98;0,02498086;0.02166162
Q6ICB0;0,1080267;0.009998192
Q6ICL3;0;0
Q6IEG0;0;0
Q6IN84;0,2772839;0.06493954
Q6IN85;2,0596792;0.15587064
Q6IPR1;0;0
Q6IPX3;0;0
Q6IQ20;0;0
Q6IQ21;0;0
Q6IQ22;0,5612334;0.0560724
Q6IQ23;0;0
Q6IQ32;0,005752395;0.001657153
Q6IQ49;0,6126858;0.05456808
Q6IS14;10,27903;0.324957
Q6JBY9;0;0
Q6JQN1;0,593684;0.04707025
Q6K0P9;0;0
Q6KB66;1,3071804;0.9142875
Q6KC79;0,24667698;0.020373723
Q6KCM7;0,019847716;0.034377256
Q6L8Q7;1,2403996;0.2689146
Q6MZP7;0,06816081;0.03420351
Q6N043;0;0
Q6N063;0;0
Q6N069;1,26984476;0.763365992
Q6N075;0;0
Q6NS38;0;0
Q6NSJ0;0,45688;0.1442312
Q6NSJ2;0;0
Q6NSJ5;0,07623406;0.02108342
Q6NSW5;0;0
Q6NT16;0,01616143;0.01428273
Q6NT55;0;0
Q6NT76;0,10050415;0.020297245
Q6NTF9;0,2251029;0.03207019
Q6NUI6;0,01735146;0.005807126
Q6NUK1;2,70797;0.13639074
Q6NUK4;0,4153336;0.18915084
Q6NUM9;4,457244;0.9119768
Q6NUN0;0,008495532;0.014714694
Q6NUN9;0;0
Q6NUQ1;0,4327739;0.03752821
Q6NUQ4;9,768416;1.352477
Q6NUS8;0;0
Q6NUT2;0,1387086;0.02097097
Q6NVV1;25,04217;3.163023
Q6NVV3;0;0
Q6NVY1;9,169592;1.175649
Q6NW29;0;0
Q6NW34;0,2209388;0.02174274
Q6NWY9;0;0
Q6NXE6;0,2578722;0.08264582
Q6NXS1;0,6573676;0.07484555
Q6NXT1;0;0
Q6NXT2;0;0
Q6NXT4;0,3441878;0.1622754
Q6NXT6;0,02676054;0.02537106
Q6NYC1;0,6505314;0.09673779
Q6NYC8;0,005372454;0.009305362
Q6NZ63;0,08049772;0.02755558
Q6NZ67;0,2985424;0.1087862
Q6NZI2;0;0
Q6NZY4;0,6719092;0.0685313
Q6P087;2,2912704;0.29820765
Q6P093;0;0
Q6P158;0,0639279;0.015532935
Q6P161;1,956232;0.3643739
Q6P179;0,7251272;0.0695528
Q6P1A2;2,362966;0.06183804
Q6P1J9;1,681762;0.01522801
Q6P1K2;1,1742204;0.46794078
Q6P1K8;0,2967803;0.06086733
Q6P1L8;5,721606;0.1602028
Q6P1M0;0,161518;0.02577641
Q6P1M3;0,6864789;0.08919189
Q6P1N0;0,02269962;0.004979504
Q6P1N9;0,1360084;0.003271457
Q6P1Q0;0,67509589;0.06846784
Q6P1Q9;0,07779282;0.012701026
Q6P1R4;0,01983358;0.002268997
Q6P1S2;0,3169086;0.1937333
Q6P1X5;0,01141969;0.00356942
Q6P1X6;2,177952;0.2811144
Q6P2C8;0,1441539;0.008531874
Q6P2E9;1,3025654;0.03349166
Q6P2H8;0;0
Q6P2I3;0,02151788;0.002079974
Q6P2P2;0;0
Q6P2Q9;3,044398;0.0623047
Q6P2S7;0;0
Q6P3W7;0,1912625;0.03877556
Q6P3X3;0,1576826;0.03393955
Q6P474;3,833314;0.3484387
Q6P4A7;0,514544;0.1423209
Q6P4A8;0;0
Q6P4E1;3,5244592;0.9671064
Q6P4F2;0;0
Q6P4H8;0;0
Q6P4Q7;0,04016142;0.004759999
Q6P4R8;0,22732935;0.015867444
Q6P582;0,2985424;0.1087862
Q6P587;14,670264;1.0683522
Q6P5R6;19,53625;4.632938
Q6P5W5;1,1097134;0.02830066
Q6P5X5;0;0
Q6P6B1;0;0
Q6P6B7;0,01434231;0.02484161
Q6P6C2;2,2221603;0.07148337
Q6P988;0,008607662;0.007939081
Q6P996;7,666628;0.6968774
Q6P9B6;0,1151492;0.02647063
Q6P9B9;0,03616009;0.007301989
Q6P9H4;0;0
Q6PCB0;0,01318881;0.01145926
Q6PCB5;0,02686722;0.004600112
Q6PCB7;0,005120327;0.004435078
Q6PCE3;0;0
Q6PD62;0,3601185;0.05416641
Q6PD74;0,01304076;0.01510416
Q6PFW1;0,18860947;0.030635689
Q6PGP7;0,0805975;0.01165552
Q6PH85;0;0
Q6PHR2;0;0
Q6PHW0;0;0
Q6PI47;0,019546152;0.03385494
Q6PI48;0,5415264;0.06532919
Q6PI78;0,2175671;0.02428712
Q6PI98;0,20448537;0.17836545
Q6PID6;0,1058174;0.004819429
Q6PID8;0;0
Q6PII3;0;0
Q6PIJ6;0,08035294;0.0788699
Q6PIU2;11,688891;0.5528844
Q6PIW4;0,015241824;0.001603004
Q6PIY7;0,007738104;0.013402788
Q6PJ69;0;0
Q6PJE2;0,4359308;0.03609832
Q6PJF5;0,15759128;0.2729562
Q6PJG2;0,08563323;0.004616324
Q6PJG6;0;0
Q6PJI9;0,7851116;0.10894292
Q6PJT7;6,21551;0.4804287
Q6PJW8;0;0
Q6PK04;1,130869;0.05060246
Q6PK18;0,03385604;0.04576272
Q6PK81;0;0
Q6PKC3;0,610134;0.17711673
Q6PKG0;1,090439;0.04162302
Q6PKH6;0;0
Q6PL18;1,0548584;0.12277086
Q6PL24;0;0
Q6PML9;0,2402482;0.02617802
Q6PUV4;0,4866008;0.169804
Q6Q0C0;0,06769828;0.005726492
Q6Q788;0,09118806;0.03898199
Q6QAJ8;0;0
Q6QHF9;0;0
Q6QNY0;0,08967013;0.03320762
Q6QNY1;0,8558702;0.12349222
Q6R327;0,09332805;0.014885571
Q6RFH5;1,7174574;0.11748152
Q6RI45;0;0
Q6RW13;3,5989805;0.07771995
Q6S8J3;0;0
Q6SPF0;0,04611852;0.00292398
Q6T423;0;0
Q6U841;0;0
Q6UB28;0,07294544;0.00748378
Q6UB35;5,894418;0.15293192
Q6UB98;0;0
Q6ULP2;0,18965525;0.063353
Q6UN15;1,53238643;0.115172206
Q6UUV9;0,08729121;0.039225
Q6UW02;1,89165;0.4832014
Q6UW56;1,2896877;0.17973792
Q6UW63;0,2104315;0.04762763
Q6UW68;2,296178;0.4704586
Q6UW78;0;0
Q6UWE0;0,10587186;0.005213224
Q6UWH4;0,08973684;0.03741072
Q6UWH6;0,05319104;0.04653128
Q6UWM9;1,827865;0.2379678
Q6UWP2;0,610593;0.008433242
Q6UWP7;3,655323;0.15828624
Q6UWP8;0;0
Q6UWS5;0;0
Q6UWU4;0,608027;0.1913369
Q6UWW8;0,2113312;0.0879229
Q6UWY2;0;0
Q6UWZ7;0;0
Q6UX01;0,14776808;0.008514072
Q6UX04;0,7156738;0.09529334
Q6UX06;0;0
Q6UX07;0,02472188;0.001929482
Q6UX53;2,232655;0.1998262
Q6UX65;0;0
Q6UXB4;0;0
Q6UXD5;0,7520592;0.14704308
Q6UXH0;0,2171787;0.01709094
Q6UXH1;3,3036912;0.2340288
Q6UXN9;1,493804;0.4185579
Q6UXT9;0,09981183;0.01171613
Q6UXV4;0,9366184;0.160774
Q6UXY8;0,09707508;0.009196084
Q6V1X1;0;0
Q6VEQ5;0,08997217;0.001629901
Q6VMQ6;0;0
Q6VN20;0,09534372;0.01569353
Q6VVB1;0,4835004;0.1056024
Q6VY07;0,03752588;0.03457824
Q6WCQ1;0,1699764;0.004688601
Q6WKZ4;0,7789146;0.14620605
Q6XE24;0,4871701;0.4229871
Q6XQN6;0;0
Q6XR72;0,9207252;0.18862425
Q6XZF7;0;0
Q6Y1H2;0,9375238;1.105007
Q6Y288;0,2975589;0.01844038
Q6Y2X3;0;0
Q6Y7W6;0,9420084;0.20291982
Q6YHU6;0,004307656;0.007461076
Q6YN16;18,410726;0.996604
Q6YP21;3,19095;0.6662727
Q6ZMH5;0,3347907;0.5798744
Q6ZMI0;1,05914;0.02747975
Q6ZMK1;0;0
Q6ZMR3;79,07905;0.7199312
Q6ZMZ3;0,497814;0.018405156
Q6ZN06;2,954631;0.51292
Q6ZN08;2,954631;0.51292
Q6ZN17;0,409239;0.07135274
Q6ZN19;2,954631;0.51292
Q6ZN55;0,02519016;0.00435754
Q6ZNA5;0,0431085;0.00874565
Q6ZNB6;0,19934394;0.02586912
Q6ZNB7;0,02461069;0.01807324
Q6ZNC8;0;0
Q6ZNE5;0;0
Q6ZNJ1;0;0
Q6ZNW5;0,223934;0.02576056
Q6ZPD9;0,15814968;0.04494352
Q6ZQN7;0,1128359;0.01027195
Q6ZQQ6;0,01429299;0.012910706
Q6ZRP7;1,874632;0.3600762
Q6ZRS2;0,1076094;0.015592557
Q6ZRV2;0,04584903;0.0114267
Q6ZRY4;0;0
Q6ZS30;0,007669956;0.0002860072
Q6ZSJ8;0;0
Q6ZSR9;0,06737755;0.007473443
Q6ZSZ5;0,008144322;0.0017691096
Q6ZT07;0,04291793;0.02706619
Q6ZT12;0,18170848;0.018832112
Q6ZT21;0,03032132;0.05251806
Q6ZT62;0,1060923;0.09472172
Q6ZTN6;0,02623996;0.0228488
Q6ZTR5;0;0
Q6ZU15;3,543755;0.1649213
Q6ZU35;0,02316285;0.006372212
Q6ZU65;0,01822203;0.00224136
Q6ZUB1;0;0
Q6ZUJ8;0,001541336;0.0026696727
Q6ZUM4;0,016252996;0.002069244
Q6ZUT1;0,4629402;0.02927694
Q6ZUT6;0,7276731;1.2603669
Q6ZUT9;0;0
Q6ZUX7;0,09454423;0.01340585
Q6ZV29;0;0
Q6ZVE7;0,02215116;0.03836693
Q6ZVM7;0,016370636;0.028354772
Q6ZVX7;0,04406232;0.03816865
Q6ZVX9;0,1057315;0.01536011
Q6ZW13;0;0
Q6ZW49;0,09459725;0.036720825
Q6ZWB6;0;0
Q6ZWJ1;0,1252925;0.01028087
Q6ZWL3;0;0
Q6ZXV5;0,804526;0.0785118
Q6ZYL4;0,02329994;0.04035668
Q709C8;0,4240488;0.36820044
Q709F0;0,6067779;0.19834689
Q70CQ2;0,19249236;0.012634326
Q70CQ3;0,03771827;0.004033816
Q70E73;0,023858976;0.0029720205
Q70IA6;0,3893622;0.17318286
Q70J99;0,07805652;0.026753811
Q70SY1;0,3835743;0.014455458
Q70UQ0;29,064696;4.9103044
Q70Z53;0;0
Q712K3;0,2964808;0.03387571
Q719I0;0;0
Q71DI3;399,2015;23.18597
Q71F23;0,05834938;0.03984892
Q71F56;0;0
Q71RC2;3,4504895;0.15809095
Q71RG4;0,3068256;0.27444138
Q71SY5;0,29869055;0.02258253
Q71UI9;176,30648;6.601968
Q71UM5;27,18264;3.467881
Q75N03;0,1426683;0.003986206
Q75QN2;0,2082188;0.09720752
Q765P7;0,209625;0.05466294
Q76EJ3;0,2468412;0.03480818
Q76FK4;0,5252148;0.026765336
Q76KX8;5,909262;1.02584
Q76L83;0,004845891;0.001319069
Q7KYR7;25,996998;21.966804
Q7KZ85;1,2057468;0.028238589
Q7KZF4;11,40814;0.3407665
Q7KZI7;1,8371616;0.073561712
Q7KZN9;0,54581;0.09765032
Q7L014;2,01594;0.09866369
Q7L099;0;0
Q7L0Y3;2,720341;0.2313099
Q7L1Q6;14,758184;0.6091436
Q7L1T6;0,003196603;0.005536679
Q7L1V2;0,03933042;0.009702065
Q7L1W4;0,1127703;0.03916992
Q7L211;0;0
Q7L266;1,194444;0.1657065
Q7L2E3;3,478242;0.4162138
Q7L2H7;1,452293;0.2428936
Q7L2J0;0,7155102;0.13545058
Q7L2R6;2,954631;0.51292
Q7L3B6;0,01244589;0.02155692
Q7L3T8;0,07488491;0.01327277
Q7L4E1;0;0
Q7L4I2;0,3205002;0.01621709
Q7L523;0,2721056;0.05618224
Q7L576;1,5623931;0.13792755
Q7L591;0;0
Q7L592;1,4923276;0.11388812
Q7L5D6;1,5137382;0.3100996
Q7L5N1;0,4620803;0.1231435
Q7L5N7;0,3768284;0.2154726
Q7L5Y1;0,06265004;0.02270587
Q7L5Y9;0,521303;0.220662
Q7L775;0,04915121;0.001127825
Q7L7L0;0;0
Q7L7V1;0;0
Q7L7X3;0,05402742;0.009840266
Q7L8J4;0;0
Q7L8L6;0,6981315;0.1046495
Q7L8W6;0;0
Q7L9B9;0,1979867;0.03185335
Q7L9L4;1,490463;0.1848942
Q7LBC6;0,21521457;0.029281038
Q7LBR1;0,904428;0.4391681
Q7LG56;1,107776;0.20969644
Q7LGA3;11,802396;0.9161442
Q7M4L6;0,2578574;0.0200111
Q7RTP0;0,4709418;0.18505608
Q7RTP6;0,11299448;0.06245368
Q7RTS7;0;0
Q7RTS9;0,08233006;0.02579208
Q7RTV0;8,273189;1.078435
Q7RTV2;24,43238;2.276868
Q7Z2E3;1,8643196;1.3304687
Q7Z2K6;2,892388;0.09172301
Q7Z2T5;0,16453676;0.03381418
Q7Z2W4;2,30084858;0.12831038
Q7Z2W9;5,18862;0.3914858
Q7Z2X4;0;0
Q7Z2Z2;0,12612772;0.0367417
Q7Z333;2,0881296;3.598029
Q7Z388;0,004166494;0.0001355574
Q7Z392;0,1452672;0.1835144
Q7Z3B0;0,0234826;0.001116096
Q7Z3B3;0;0
Q7Z3B4;2,64979;0.12945014
Q7Z3C6;2,0555334;0.08582475
Q7Z3D4;0,02012133;0.005750007
Q7Z3D6;2,4678132;0.44507898
Q7Z3E2;0;0
Q7Z3F1;0;0
Q7Z3J2;0,011735634;0.0006413998
Q7Z3J3;1,578671;0.1371905
Q7Z3K3;0,9055995;0.19082755
Q7Z3K6;0;0
Q7Z3Q1;0;0
Q7Z3T8;0,03222674;0.006262204
Q7Z3U7;0,7034028;0.24386928
Q7Z3V4;0;0
Q7Z3Y7;3,24517;0.2740359
Q7Z3Y8;3,24517;0.2740359
Q7Z3Y9;47,07788;0.8135651
Q7Z3Z0;3,24517;0.2740359
Q7Z401;0,007432524;0.006496382
Q7Z404;0;0
Q7Z406;0,797115;0.09393415
Q7Z412;0;0
Q7Z417;0,6666736;0.2221097
Q7Z422;2,8992436;1.8690964
Q7Z434;13,019816;0.9141576
Q7Z449;0,0467891;0.01604871
Q7Z460;1,1422752;0.06174096
Q7Z478;0,1170837;0.04256273
Q7Z4F1;0,08154626;0.009373096
Q7Z4G1;0,599744;0.2227254
Q7Z4G4;0,7870524;0.18758712
Q7Z4H3;1,0824822;0.21655119
Q7Z4H8;5,836566;1.2380142
Q7Z4I7;0;0
Q7Z4L5;0,00577636;0.005026804
Q7Z4Q2;0,23057529;0.08068254
Q7Z4R8;0,2618638;0.03043382
Q7Z4S6;0,39324096;0.17628196
Q7Z4T9;0;0
Q7Z4V5;0,3802282;0.04404892
Q7Z4W1;20,95965;1.294362
Q7Z4Y8;59,81467;2.045272
Q7Z569;0,01507836;0.002913201
Q7Z589;0,10693587;0.019383642
Q7Z5G4;0,2491649;0.05916913
Q7Z5J4;0,05216008;0.005638088
Q7Z5K2;0,5244435;0.07572936
Q7Z5L9;4,3988045;0.195741
Q7Z5P4;0;0
Q7Z5Q1;0;0
Q7Z5R6;0;0
Q7Z695;0;0
Q7Z698;0,0349812;0.011271216
Q7Z6B7;0,3941786;0.2738392
Q7Z6E9;0,852504;0.06849144
Q7Z6I6;0;0
Q7Z6I8;0;0
Q7Z6J9;0,04102094;0.01800585
Q7Z6K3;0,05000229;0.04434635
Q7Z6K5;0,02217978;0.002316837
Q7Z6L1;0;0
Q7Z6M1;0,2016848;0.04048972
Q7Z6M4;0,3806504;0.03577135
Q7Z6P3;0;0
Q7Z6Z7;1,242546;0.19328703
Q7Z739;0,6580168;0.0670508
Q7Z794;0,04178988;0.009975612
Q7Z7A1;0;0
Q7Z7A3;0,01381027;0.02392009
Q7Z7C8;0,7645464;0.17876064
Q7Z7E8;0,0833279;0.03283772
Q7Z7F0;0,023923016;0.020755624
Q7Z7F7;4,32105;0.2643572
Q7Z7G1;0,420863;0.09525526
Q7Z7G8;0,016231866;0.01165248
Q7Z7H5;17,915136;0.526158
Q7Z7H8;1,3672692;0.13151994
Q7Z7K0;3,402803;0.8862411
Q7Z7K6;2,912094;0.1927484
Q7Z7L7;0;0
Q7Z7M0;0;0
Q7Z7N9;0,05759681;0.05010767
Q86SG5;2,633221;0.2862756
Q86SJ6;0,17823414;0.012775288
Q86SQ0;0,05329668;0.005143748
Q86SQ4;0,2021394;0.00506012
Q86SQ9;0,7196712;0.1585352
Q86SX6;7,007001;1.258546
Q86SZ2;2,842754;1.3063618
Q86T03;0,3372476;0.1788423
Q86T23;0,1630167;0.006418587
Q86T24;0,0321051;0.01576333
Q86T65;0,07527454;0.1303793
Q86TB9;0,35489464;0.08746928
Q86TG7;2,4475342;0.30375817
Q86TI0;0;0
Q86TI2;0,5523374;0.06422806
Q86TJ2;0,21067878;0.06114342
Q86TL2;0;0
Q86TM6;1,5888729;0.7533933
Q86TN4;0,08121764;0.013529276
Q86TP1;1,7988103;0.23741774
Q86TS9;1,2016755;0.2588973
Q86TU7;0,6436203;0.17668524
Q86TV6;0;0
Q86TW2;0,04247746;0.01699053
Q86TX2;14,41838;0.436083
Q86U06;0;0
Q86U10;0;0
Q86U17;0,04336394;0.004490072
Q86U28;0,3993992;0.07100386
Q86U38;1,299603;0.03667682
Q86U42;25,66098;3.51215
Q86U44;0,7127744;0.042575
Q86U86;2,0890188;0.67242753
Q86U90;0,1373485;0.0367561
Q86UA1;0,11921436;0.012232828
Q86UB9;0,819982;0.13741146
Q86UD5;0,0914392;0.02048232
Q86UE4;6,0972;0.5806647
Q86UE8;0,09162213;0.004808235
Q86UK7;0,5359288;0.2077084
Q86UL3;0,2014032;0.02468173
Q86UP2;13,32018898;0.445058373
Q86UP3;0;0
Q86UP8;6,011631;0.1500897
Q86US8;0,02204434;0.017911624
Q86UT6;0,09294522;0.04876362
Q86UU0;0,16469916;0.14388828
Q86UU1;0,05678106;0.013466625
Q86UV5;0,049002429;0.015614746
Q86UW1;0;0
Q86UW6;0,00742494;0.0006425486
Q86UW7;0;0
Q86UW9;0,009567458;0.00074289
Q86UX7;0;0
Q86UY6;0,3435757;0.08731368
Q86UY8;1,9303586;0.706509
Q86V21;0,7871817;0.1032009
Q86V24;0;0
Q86V42;0,19988888;0.03401814
Q86V48;2,5460412;0.11844948
Q86V81;14,91884;0.5459982
Q86V85;0;0
Q86V87;0,001960315;0.003395365
Q86V88;0;0
Q86V97;0,009653335;0.008360207
Q86VB7;0;0
Q86VD1;0,319572;0.06648272
Q86VD7;0,05930991;0.02438895
Q86VE9;0;0
Q86VF5;0;0
Q86VI3;0,1022273;0.07582117
Q86VM9;1,4837188;0.17978932
Q86VN1;0,3953222;0.07791164
Q86VP6;11,769471;0.5806197
Q86VQ6;0;0
Q86VR2;0,4960716;0.01680795
Q86VS8;0,2157333;0.0282106
Q86VU5;0;0
Q86VV8;1,6423416;0.04682632
Q86VW0;0,02789435;0.02426894
Q86VW2;0;0
Q86VX2;0,5648168;0.2274998
Q86VX9;0;0
Q86VZ5;0;0
Q86W42;9,69825;1.8160194
Q86W50;0,2075634;0.0701149
Q86W56;0,22604605;0.008878735
Q86W74;0,8736452;0.0615276
Q86W92;1,0937493;0.0305109
Q86WA6;3,18442;0.08269724
Q86WA8;0,192014;0.05437938
Q86WB0;2,3457267;0.14218299
Q86WB7;0;0
Q86WC4;0,04691244;0.04332436
Q86WG5;0,001100442;0.0019060222
Q86WJ1;0,4372084;0.11226456
Q86WK9;0,05638798;0.006609417
Q86WQ0;0;0
Q86WR0;0,6204492;0.2694089
Q86WR7;0;0
Q86WU2;1,4306058;0.1846816
Q86WW8;0;0
Q86WX3;1,099084;0.1329293
Q86X10;0,648948;0.0846572
Q86X27;0,014242756;0.0015645976
Q86X29;4,954324;0.1841278
Q86X40;0;0
Q86X53;0;0
Q86X55;2,5683882;0.3275439
Q86X76;1,0874624;0.22165008
Q86X83;0;0
Q86X95;0,17894674;0.02272306
Q86XA9;0,17840354;0.03186094
Q86XE0;2,052774;0.2717738
Q86XE3;0;0
Q86XE5;1,2285522;0.05876518
Q86XH1;0;0
Q86XI2;0,09005262;0.010783038
Q86XI6;0;0
Q86XK2;0,009870135;0.017095575
Q86XL3;17,638098;0.4547688
Q86XN6;5,909262;1.02584
Q86XP3;3,298878;0.19933704
Q86XR8;0;0
Q86XT9;0;0
Q86XX4;0,15291402;0.011792235
Q86XZ4;0,2060494;0.04451906
Q86Y07;0,5818068;0.15404116
Q86Y37;0;0
Q86Y39;6,265166;1.151509
Q86Y46;0;0
Q86Y56;0,8735973;0.10854738
Q86Y79;0;0
Q86Y82;1,377931;0.06740177
Q86YB7;0,02088858;0.03618008
Q86YB8;0;0
Q86YD1;0,8804004;0.15314136
Q86YE8;2,954631;0.51292
Q86YG4;0,1935106;0.02505477
Q86YH6;1,1199418;0.2197372
Q86YJ6;0;0
Q86YL5;0,2607196;0.06091036
Q86YN1;0,8394116;0.056561
Q86YP4;1,298083;0.06880678
Q86YQ8;0;0
Q86YS6;1,62971;0.3004804
Q86YS7;0,3523652;0.0297606
Q86YT5;1,411823;0.2845952
Q86YT6;0;0
Q86YV6;0,1511471;0.006373707
Q86YV9;0,114926;0.01424318
Q86YW9;0,05521708;0.01107164
Q86YZ3;0,001537957;0.0006936609
Q86Z14;0,363728;0.07606933
Q8IU80;0;0
Q8IU81;0,2304001;0.0697067
Q8IU85;0;0
Q8IUA7;0,007852281;0.006861351
Q8IUC4;0,06452279;0.005959027
Q8IUD2;0,8975928;0.16056864
Q8IUE6;1,899938;0.6680126
Q8IUF8;2,9363904;0.3963848
Q8IUH3;0,4219563;0.04646673
Q8IUH4;0,02408503;0.003087425
Q8IUH5;0,07225509;0.009262275
Q8IUI8;0;0
Q8IUR0;0,1333338;0.01809677
Q8IUR7;0,6868314;0.15966078
Q8IUW5;0,9768286;0.213014
Q8IUX1;0,662926;0.10898886
Q8IUX4;0;0
Q8IUZ5;0;0
Q8IV01;0;0
Q8IV03;0;0
Q8IV08;0,6772311;0.1893346
Q8IV38;0,02637612;0.0007349992
Q8IV42;0,3165209;0.5482302
Q8IV45;0;0
Q8IV48;0,04234105;0.01133803
Q8IV50;0;0
Q8IV63;0,18285813;0.022104894
Q8IVB4;0;0
Q8IVD9;0;0
Q8IVE0;0,1630167;0.006418587
Q8IVF2;0,08438313;0.09825003
Q8IVF7;2,1350145;0.20067276
Q8IVH2;0,14568357;0.01235193
Q8IVH4;0,1231489;0.03866075
Q8IVH8;0,012634407;0.010979073
Q8IVJ1;0,1979101;0.02421502
Q8IVL1;0,044984511;0.042630575
Q8IVL6;0,6018916;0.09333358
Q8IVM0;0;0
Q8IVM8;0;0
Q8IVP5;0,8120267;0.04005883
Q8IVS2;4,452066;1.1781224
Q8IVS8;1,9802796;1.0026192
Q8IVU1;0,03854143;0.01249585
Q8IVV7;0;0
Q8IVW4;0;0
Q8IVW6;0,19900572;0.010663998
Q8IW36;8,863893;1.53876
Q8IW41;0,7065946;0.4877278
Q8IW45;0,7126328;0.023933812
Q8IW75;0;0
Q8IWA0;0,8996565;0.1302823
Q8IWA4;1,0377603;0.09726975
Q8IWA5;0;0
Q8IWB1;0;0
Q8IWB7;1,462948;0.2043491
Q8IWB9;0,2159352;0.05060136
Q8IWD4;0,04883406;0.08458306
Q8IWE2;1,136982;0.1536597
Q8IWE4;0;0
Q8IWF2;0,143797;0.013120072
Q8IWF6;0,001637831;0.002836806
Q8IWI9;0,09981902;0.009785294
Q8IWJ2;0,891493;0.010064676
Q8IWL3;0,1096797;0.08073137
Q8IWR0;0,14382604;0.017916196
Q8IWS0;0,238571;0.0484672
Q8IWT0;0,4120426;0.10002854
Q8IWT3;0,006132464;0.0055723
Q8IWT6;0,04528061;0.01264154
Q8IWU2;0;0
Q8IWV7;0,012425826;0.004859872
Q8IWV8;0,04819067;0.006535848
Q8IWW6;0,05127052;0.003063421
Q8IWW8;0;0
Q8IWX8;0,5121799;0.1149075
Q8IWY4;0,01541846;0.003395178
Q8IWY9;0,0349593;0.03002252
Q8IWZ3;0,18096228;0.05675308
Q8IWZ8;0,5723332;0.07012576
Q8IX01;2,4251412;0.3444462
Q8IX04;0;0
Q8IX05;0,014269584;0.013089172
Q8IX12;3,673682;0.07362884
Q8IX18;0,12402057;0.06058671
Q8IX19;0;0
Q8IX95;1,098446;0.04108293
Q8IXB1;2,523378;0.15128826
Q8IXH7;1,5906852;0.26373996
Q8IXI1;1,137065;0.1798114
Q8IXI2;0,23053076;0.16593278
Q8IXJ6;0,15358552;0.1290106
Q8IXK0;1,93034045;0.683190214
Q8IXL6;0;0
Q8IXM2;0,6240994;0.04250372
Q8IXM3;3,457412;0.4052117
Q8IXM6;1,2308684;0.5447408
Q8IXQ3;0,06487606;0.06591801
Q8IXQ4;0,687928;0.09807024
Q8IXQ6;0,12373251;0.010866261
Q8IXQ9;0;0
Q8IXS6;0;0
Q8IXS8;0;0
Q8IXT5;0,1608404;0.01045923
Q8IXX5;0,5758782;0.05859684
Q8IXZ2;0,02691972;0.017982204
Q8IY17;1,0032764;0.024928316
Q8IY18;0,230645;0.05553868
Q8IY21;0,1086234;0.1881412
Q8IY22;0,082791;0.06632604
Q8IY26;0,4350544;0.1135474
Q8IY37;0,3717591;0.06273873
Q8IY63;0;0
Q8IY67;0;0
Q8IY81;1,860623;0.306778
Q8IY82;0;0
Q8IY95;0,05715342;0.09899264
Q8IYB3;2,74257;0.2062342
Q8IYB5;0,07233486;0.11019537
Q8IYB7;0,2372275;0.1514813
Q8IYB8;0,947051;0.193749
Q8IYB9;2,954631;0.51292
Q8IYD1;0,03356644;0.03252778
Q8IYH5;0,031301968;0.0542166
Q8IYI6;0,07919707;0.02735295
Q8IYK4;0,03586503;0.008607997
Q8IYL3;0,5622353;0.05474458
Q8IYM9;0,6046602;0.05868858
Q8IYQ7;0,09372074;0.004324404
Q8IYS1;0,4037534;0.1455429
Q8IYS2;1,4207796;0.16970772
Q8IYT2;0;0
Q8IYT4;25,17971;0.5173347
Q8IYU8;0,5361559;0.05614721
Q8IYW4;0;0
Q8IYX0;2,954631;0.51292
Q8IZ07;0,01311998;0.0114244
Q8IZ21;0,1783617;0.02503203
Q8IZ52;0,1962567;0.02353889
Q8IZ69;0,2079048;0.02716208
Q8IZ73;0;0
Q8IZ81;2,378476;0.9816531
Q8IZ83;1,697679;0.337602
Q8IZA0;1,0508841;0.15435375
Q8IZC6;0;0
Q8IZD2;0;0
Q8IZE3;0;0
Q8IZH2;0,02527338;0.002642151
Q8IZL8;0,8518499;0.09103873
Q8IZL9;11,627272;0.859212
Q8IZM8;0;0
Q8IZM9;0,3153839;0.1469122
Q8IZN3;0,07128746;0.015214948
Q8IZP0;2,1862908;1.3237224
Q8IZP2;8,262674;0.2422486
Q8IZQ1;0,019862404;0.0008588096
Q8IZQ5;0;0
Q8IZV2;0;0
Q8IZV5;0;0
Q8IZX4;0,00601585;0.001098387
Q8N0T1;0,4067482;0.0286936
Q8N0U4;0,05775198;0.05371053
Q8N0U8;0,7589797;0.05545349
Q8N0V3;0;0
Q8N0W3;0,06475246;0.013485872
Q8N0X4;2,69734;0.3354392
Q8N0X7;0,05275474;0.003180598
Q8N0Y2;0,04696651;0.003865738
Q8N0Y7;25,9316;0.6825536
Q8N0Z6;0,03351794;0.01705374
Q8N0Z8;0,7002862;0.0638516
Q8N103;0,2883317;0.01146051
