Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.010926773	0.013930504014246
HMR_9034	glucose	-0.479477546	-0.479477546
HMR_9039	isoleucine	-0.005568708	-0.00335515074742794
HMR_9040	leucine	-0.006592535	-0.00684235640418412
HMR_9041	lysine	-0.006015855	-0.0053661666652269
HMR_9042	methionine	-0.001426579	-0.00167904155926147
HMR_9043	phenylalanine	-0.00220937	-0.00283793411871061
HMR_9044	threonine	-0.004979441	-0.00424948506039283
HMR_9045	tryptophan	-0.00035138	-0.000735405237416061
HMR_9046	valine	-0.004841612	-0.00501868765572155
HMR_9061	alanine	0.018852115	-0.00622787072771252
HMR_9062	asparagine	-0.001988739	-0.00279635992253049
HMR_9063	glutamine	-0.078432974	-0.00423374972518204
HMR_9064	tyrosine	-0.003180849	-0.00212629710724365
HMR_9066	arginine	-0.007139201	-0.00381703123504948
HMR_9067	glycine	0.006385996	-0.00562707316448531
HMR_9068	proline	0.001436971	-0.00383987865468324
HMR_9069	serine	-0.016568732	-1.9563291711534
HMR_9070	aspartate	-0.00113204	-0.632149429211995
HMR_9071	glutamate	0.00917449	-0.0455375473036007
HMR_9083	choline	-0.000990661	-0.00173854138870208
HMR_9087	ornithine	0.001948405	0.0374527236741844
HMR_9133	pyruvate	5.85e-08	0
HMR_9135	L-lactate	0.743240244	4.50486860284309
HMR_9146	folate	8.43e-07	-0.0246742165571003
HMR_9259	AKG	4.48e-06	0
HMR_9292	L-carnitine	-5.56e-06	0
