Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.035730055	0.044702638576756
HMR_9034	glucose	-0.891204517	-0.891204517
HMR_9039	isoleucine	-0.013615722	-0.0107665947391008
HMR_9040	leucine	-0.01834798	-0.0219569503757219
HMR_9041	lysine	-0.022543147	-0.0172198944656245
HMR_9042	methionine	-0.006100296	-0.00542074947848865
HMR_9043	phenylalanine	-0.006567123	-0.00910685952809952
HMR_9044	threonine	-0.013603744	-0.013603744
HMR_9045	tryptophan	-0.001211726	-0.00235989699310552
HMR_9046	valine	-0.01330341	-0.0161048430246255
HMR_9061	alanine	0.056209087	-0.0199850812259903
HMR_9062	asparagine	-0.00571363	-0.00897344897353105
HMR_9063	glutamine	-0.226698917	-0.226698917
HMR_9064	tyrosine	-0.007986935	-0.00682323417693365
HMR_9066	arginine	-0.027206388	-0.0122487576588837
HMR_9067	glycine	-0.000802262	1.99377854544037
HMR_9068	proline	0.000605661	-0.0123220744564134
HMR_9069	serine	-0.0325857	-4.04713745444671
HMR_9070	aspartate	-0.001934168	-4.13916428060322
HMR_9071	glutamate	0.02678411	-3.54205288939057
HMR_9083	choline	-0.002044274	-0.00557893578512327
HMR_9087	ornithine	0.007885861	0
HMR_9133	pyruvate	2.51e-07	0
HMR_9135	L-lactate	1.392205968	6.24452166598298
HMR_9146	folate	4.25e-05	-2.59409066616767
HMR_9259	AKG	2.25e-05	0
HMR_9292	L-carnitine	-1.19e-05	0
