"Protein"	"NCI60_MCF7_iBAQ"
"IPI00396485;IPI00472724;IPI00025447;IPI00940393;IPI00941522;IPI00382804;IPI00879622"	269880000
"IPI00396527;IPI00747521;IPI00845272;IPI00845285;IPI00914034;IPI00893568;IPI00893683;IPI00893016"	0
"IPI00414027;IPI00937782;IPI00396534;IPI00941398;IPI00943185;IPI00892957;IPI00236575"	0
"IPI00396593;IPI00007983;IPI00386717;IPI00916064;IPI00917269;IPI00916184;IPI00916863;IPI00953016;IPI00383278;IPI00917522;IPI00916415;IPI00917419;IPI00915891;IPI00916921;IPI00916533;IPI00917643"	0
"IPI00396595"	173620
"IPI00396627;IPI00789842;IPI00398822"	1867900
"IPI00396630"	1375100
"IPI00396662;IPI00946494;IPI00946980;IPI00550738;IPI00642737;IPI00645296;IPI00647464;IPI00479896;IPI00640945;IPI00641516"	0
"IPI00465346;IPI00396963;IPI00908903;IPI00743336;IPI00025976"	0
"IPI00396967;IPI00743342;IPI00398431;IPI00916700"	0
"IPI00397348;IPI00903163;IPI00022042;IPI00952696;IPI00916804"	36575
"IPI00397366;IPI00397368;IPI00302158;IPI00791270;IPI00794935;IPI00871384"	0
"IPI00397367"	0
"IPI00397465;IPI00922429"	0
"IPI00397526;IPI00790503;IPI00479307;IPI00930228"	192270
"IPI00397575;IPI00397576;IPI00556182;IPI00025516"	155160
"IPI00397577"	0
"IPI00397578;IPI00910122;IPI00642161;IPI00916144"	0
"IPI00397645;IPI00749188;IPI00747319"	0
"IPI00397721"	204680
"IPI00397730;IPI00413191;IPI00789895;IPI00788708"	0
"IPI00397883"	0
"IPI00397887"	0
"IPI00397904;IPI00644506"	3048400
"IPI00397947;IPI00890717;IPI00019599;IPI00030962;IPI00447356;IPI00007847;IPI00872898"	11191000
"IPI00412420;IPI00925577;IPI00397949;IPI00442012"	0
"IPI00397955;IPI00927176;IPI00554548"	0
"IPI00397994;IPI00942406"	0
"IPI00398002"	6327.8
"IPI00398007;IPI00947085;IPI00908421;IPI00916382"	0
"IPI00398020"	0
"IPI00910135;IPI00398154;IPI00444138;IPI00163565;IPI00854646;IPI00383447"	0
"IPI00398349;IPI00413568"	0
"IPI00398700;IPI00220281"	0
"IPI00014307;IPI00398737;IPI00917592"	0
"IPI00398775;IPI00398778;IPI00398777;IPI00398776"	0
"IPI00398779;IPI00930582"	0
"IPI00398808;IPI00398811;IPI00398809;IPI00796716;IPI00855897;IPI00874163;IPI00384826;IPI00878999"	80707
"IPI00743879;IPI00398812;IPI00909371;IPI00943986;IPI00061476;IPI00946029;IPI00945465;IPI00946215;IPI00788630;IPI00947002;IPI00947288;IPI00945157"	0
"IPI00398874;IPI00872663"	0
"IPI00398922"	7075300
"IPI00398957;IPI00940020;IPI00798334"	0
"IPI00642611;IPI00940437;IPI00398963;IPI00889669"	204530
"IPI00398992;IPI00719073;IPI00939742;IPI00941213"	117000
"IPI00399053;IPI00793724;IPI00414976;IPI00797958"	1210400
"IPI00399076"	0
"IPI00399089;IPI00796904"	8678200
"IPI00399115;IPI00646354"	0
"IPI00399254;IPI00941266;IPI00856005;IPI00394941;IPI00941725;IPI00009780;IPI00939825"	0
"IPI00550038;IPI00399320;IPI00643279"	0
"IPI00400827"	0
"IPI00477619;IPI00743872;IPI00939535;IPI00400850"	0
"IPI00479720;IPI00400909;IPI00944931;IPI00930670;IPI00915867;IPI00945074;IPI00945893"	0
"IPI00400922"	0
"IPI00401015"	0
"IPI00401264"	6502300
"IPI00941324;IPI00401283"	0
"IPI00401285;IPI00514266"	2312100
"IPI00401321;IPI00103026;IPI00922411;IPI00909714"	0
"IPI00401900;IPI00640905;IPI00385543;IPI00854688"	36433
"IPI00401990;IPI00008037;IPI00411387;IPI00854706"	0
"IPI00478351;IPI00402007;IPI00793914;IPI00794516"	0
"IPI00402008;IPI00939427;IPI00873586;IPI00910203"	0
"IPI00924716;IPI00402083;IPI00647574;IPI00922735;IPI00926376"	0
"IPI00402107"	0
"IPI00402183;IPI00930205;IPI00402184;IPI00402185"	0
"IPI00402231;IPI00023780"	369460
"IPI00402657;IPI00844387;IPI00844376"	12286
"IPI00409590;IPI00409591;IPI00409593;IPI00953316;IPI00952890;IPI00552510"	0
"IPI00409601;IPI00410121;IPI00410120;IPI00748653;IPI00936060"	0
"IPI00409607;IPI00893859;IPI00640562"	0
"IPI00795030;IPI00409608"	77489
"IPI00409640;IPI00641640;IPI00409641;IPI00908558;IPI00941735;IPI00328218"	25443
"IPI00409659;IPI00909004;IPI00908495"	103560
"IPI00409671;IPI00829889"	3602300
"IPI00409687;IPI00853386;IPI00791502"	0
"IPI00409717;IPI00927480;IPI00791914"	0
"IPI00409750"	0
"IPI00410034;IPI00789960;IPI00791796;IPI00791146"	0
"IPI00410067;IPI00332936;IPI00953489;IPI00410070;IPI00410071"	0
"IPI00410069"	0
"IPI00410079;IPI00845345;IPI00446735"	342520
"IPI00410091;IPI00908520"	2449000
"IPI00807348;IPI00917656;IPI00783733;IPI00410094;IPI00925433;IPI00917540;IPI00916713;IPI00916308"	0
"IPI00410103;IPI00783521;IPI00903136;IPI00480013;IPI00478748;IPI00783650"	0
"IPI00410110;IPI00797226;IPI00952676;IPI00789290;IPI00888071;IPI00867688"	118430
"IPI00643465;IPI00410127;IPI00935164;IPI00410301;IPI00030033;IPI00642773;IPI00943614;IPI00646995;IPI00384450"	0
"IPI00410145"	15912
"IPI00410179;IPI00410180;IPI00410181"	0
"IPI00410192"	0
"IPI00410214;IPI00410215;IPI00953320;IPI00910437"	384560
"IPI00410240;IPI00410377;IPI00946313"	0
"IPI00410241;IPI00007960;CON__Q2KJC7"	0
"IPI00477112;IPI00410249;IPI00788680"	0
"IPI00410256;IPI00410257;IPI00410258;IPI00640254"	0
"IPI00410270;IPI00411338;IPI00913897;IPI00016949;IPI00383807;IPI00658166"	0
"IPI00410287;IPI00792482;IPI00061282"	0
"IPI00410297;IPI00884403;IPI00944522"	0
"IPI00867714;IPI00410324;IPI00749127;IPI00909229"	3047300
"IPI00410332;IPI00855742;IPI00797194"	0
"IPI00410347;IPI00657733;IPI00658122;IPI00657762"	0
"IPI00410366;IPI00892843;IPI00893254"	0
"IPI00410404;IPI00890710;IPI00830006;IPI00884425"	0
"IPI00410480;IPI00442175"	0
"IPI00410485;IPI00796238;IPI00478317;IPI00940813"	334660
"IPI00410487;IPI00830092;IPI00646208"	0
"IPI00410488;IPI00719044;IPI00019275;IPI00793688;IPI00441094"	1428600
"IPI00410496"	0
"IPI00410502;IPI00917210"	0
"IPI00410544;IPI00657807;IPI00658111;IPI00916638;IPI00916527;IPI00910001;IPI00916816;IPI00915766"	0
"IPI00410584;IPI00942554"	24414
"IPI00410590;IPI00478300;IPI00910714"	0
"IPI00744280;IPI00848297;IPI00874241;IPI00654811;IPI00410606;IPI00829978"	0
"IPI00410618;IPI00939877"	1019400
"IPI00410625;IPI00844354"	0
"IPI00410657;IPI00747403"	612120
"IPI00410663;IPI00943119;IPI00410665;IPI00410664;IPI00216753;IPI00410688"	0
"IPI00410666;IPI00425560;IPI00425566;IPI00425562;IPI00395630"	1827700
"IPI00410693;IPI00470498;IPI00470497;IPI00412714"	7359200
"IPI00410714;IPI00853068"	0
"IPI00410717;IPI00410720;IPI00410719;IPI00514439;IPI00514078"	196690
"IPI00411291;IPI00924956;IPI00924762;IPI00556503;IPI00925164"	0
"IPI00411356"	100690
"IPI00411375;IPI00743873"	0
"IPI00411384;IPI00619970;IPI00300573;IPI00941882"	0
"IPI00411426;IPI00656002"	494810
"IPI00411452;IPI00748916"	0
"IPI00719680;IPI00411453;IPI00411677;IPI00289608;IPI00413686"	440720
"IPI00411559;IPI00328298;IPI00794838;IPI00947372;IPI00745048;IPI00945252;IPI00946854;IPI00947202;IPI00944900;IPI00947558;IPI00792249"	1823100
"IPI00411614;IPI00513835;IPI00879598"	969160
"IPI00411623;IPI00783772;IPI00640474"	0
"IPI00411639"	0
"IPI00411656;IPI00952648;IPI00789624;IPI00939872;IPI00941230;IPI00515102;IPI00927012;IPI00903099;IPI00740420"	0
"IPI00411680;IPI00946967;IPI00946965;IPI00945092;IPI00945422"	11317000
"IPI00376005;IPI00411704;IPI00855924"	84894000
"IPI00411705;IPI00290764"	154240
"IPI00411706;IPI00641040;IPI00645836"	16377000
"IPI00411710"	0
"IPI00926109;IPI00411733;IPI00927809;IPI00477295;IPI00164906;IPI00795005;IPI00440661;IPI00793739"	0
"IPI00887206;IPI00411752;IPI00871222"	0
"IPI00411763"	0
"IPI00411886;IPI00418523;IPI00921079;IPI00909294;IPI00385785"	44594
"IPI00411937;IPI00552225;IPI00642697"	0
"IPI00411983;IPI00163483"	787810
"IPI00411984;IPI00942120"	34391
"IPI00607579;IPI00412056;IPI00414969;IPI00221184;IPI00515111"	0
"IPI00412103;IPI00853582;IPI00513690"	0
"IPI00412122"	0
"IPI00412147;IPI00101335"	167850
"IPI00412153"	0
"IPI00412224;IPI00943071;IPI00908722"	53228
"IPI00412229"	0
"IPI00412243"	1037100
"IPI00412272;IPI00873696"	0
"IPI00412274;IPI00945204;IPI00395973;IPI00945910;IPI00795001"	0
"IPI00412298;IPI00926461;IPI00554573;IPI00887811;IPI00887889"	7903.5
"IPI00478278;IPI00935363;IPI00604705;IPI00929670;IPI00412320;IPI00641870"	0
"IPI00412344;IPI00290439;IPI00644437;IPI00946650;IPI00640267;IPI00921386;IPI00936551;IPI00010067"	298660
"IPI00412404;IPI00478485"	1330200
"IPI00412492;IPI00472139;IPI00953001;IPI00798165;IPI00794713;IPI00789484"	0
"IPI00412499;IPI00412500;IPI00479273"	74992
"IPI00412544;IPI00930252"	0
"IPI00412579;IPI00478277;IPI00413986"	448110
"IPI00412592;IPI00643071"	0
"IPI00412607;IPI00550247;IPI00455757"	3515000
"IPI00412642"	0
"IPI00412650;IPI00018370;IPI00910367"	0
"IPI00412670;IPI00910109;IPI00892645;IPI00375685;IPI00892526;IPI00894307;IPI00893170;IPI00893054;IPI00893286;IPI00893404"	91297
"IPI00412672"	365910
"IPI00412713;IPI00871854"	1944700
"IPI00412741"	0
"IPI00412771"	28047
"IPI00412785;IPI00943281;IPI00872782"	1105800
"IPI00412792;IPI00844417"	8351600
"IPI00412811"	288240
"IPI00639957;IPI00412880;IPI00514607"	391660
"IPI00874006;IPI00412930;IPI00383549"	0
"IPI00412987;IPI00549557;IPI00555789"	3428900
"IPI00413108;IPI00553164;IPI00927101;IPI00847766;IPI00793137;IPI00793905;IPI00790580;IPI00798361;IPI00946437;IPI00871515;IPI00952784;IPI00795137;IPI00868885;IPI00399077;IPI00941062;IPI00879835"	12730000
"IPI00413140;IPI00888758;IPI00816287"	0
"IPI00413160;IPI00741684;IPI00736522;IPI00148768;IPI00332510;IPI00878035;IPI00382909;IPI00877699;IPI00880004;IPI00943133;IPI00878567;IPI00952918;IPI00741916"	0
"IPI00413265"	25644
"IPI00479534;IPI00413272;IPI00844220;IPI00646226;IPI00867654;IPI00472333;IPI00927553;IPI00923579;IPI00923518;IPI00923419;IPI00923399"	43218
"IPI00413293;IPI00940790;IPI00902990;IPI00386422"	167780
"IPI00413324;IPI00478208;IPI00644171;IPI00394699;IPI00642149;IPI00874214;IPI00455067;IPI00844321"	259760
"IPI00413344;IPI00893115"	741270
"IPI00413362;IPI00435422"	0
"IPI00413436"	526100
"IPI00413451"	0
"IPI00413500;IPI00852907;IPI00456702;IPI00795578;IPI00796870;IPI00908997;IPI00739533;IPI00455258;IPI00888326"	94667
"IPI00413517;IPI00873672;IPI00419950;IPI00791676;IPI00419949"	0
"IPI00413578;IPI00908763;IPI00102976"	138040
"IPI00413611;IPI00465141;IPI00911056"	255440
"IPI00413641;IPI00556258;IPI00926520;IPI00879481"	0
"IPI00759562;IPI00413659;IPI00936011"	486980
"IPI00549564;IPI00413730;IPI00873455;IPI00946252;IPI00909325;IPI00946173;IPI00945466;IPI00945873;IPI00946160;IPI00946400"	0
"IPI00413755;IPI00478296"	0
"IPI00413784;IPI00455204"	0
"IPI00413817"	0
"IPI00413895;IPI00943357;IPI00739112;IPI00935647;IPI00868698"	1168500
"IPI00413930"	0
"IPI00414058;IPI00873601"	0
"IPI00414093;IPI00844452;IPI00910328;IPI00018026;IPI00941916;IPI00844524;IPI00909833;IPI00844593;IPI00908918"	0
"IPI00414123;IPI00556376"	0
"IPI00414127;IPI00878075;IPI00878611;IPI00399212;IPI00879160;IPI00879666;IPI00878950;IPI00943883;IPI00878795"	42241000
"IPI00414168"	1317800
"IPI00414197;IPI00939170;IPI00645819"	0
"IPI00414231;IPI00472951"	0
"IPI00414315;IPI00759759;IPI00909674"	65788
"IPI00414323;IPI00551045;IPI00746325;IPI00893355;IPI00795848"	14639
"IPI00414384;IPI00031107;IPI00936508"	2266000
"IPI00414442;IPI00018780;IPI00187145"	425410
"IPI00414449;IPI00470794"	0
"IPI00414467;IPI00641439;IPI00885028"	0
"IPI00414482;IPI00807491;IPI00874274"	138460
"IPI00414542;IPI00429366;IPI00429365"	0
"IPI00414548;IPI00924471;IPI00924993"	0
"IPI00414554"	4895300
"IPI00552407;IPI00414591;IPI00183018;IPI00922235;IPI00909269"	0
"IPI00414612;IPI00855827;IPI00953711;IPI00856069"	0
"IPI00414629"	277040
"IPI00414657;IPI00872454;IPI00178203;IPI00895945;IPI00927525;IPI00909267;IPI00922118"	277410
"IPI00414661;IPI00377127"	0
"IPI00414676;IPI00555614;IPI00411633;IPI00555915"	335530000
"IPI00414717;IPI00641153;IPI00923461;IPI00647145;IPI00644759"	5981900
"IPI00414836"	868220
"IPI00414858;IPI00555771"	306990
"IPI00414860;IPI00926815;IPI00926175;IPI00477215;IPI00924813"	0
"IPI00414886;IPI00789317"	0
"IPI00855775;IPI00414896;IPI00939604"	301960
"IPI00414909;IPI00917374;IPI00917198"	0
"IPI00793722;IPI00747804;IPI00442053;IPI00872303;IPI00414939;IPI00939640;IPI00798378;IPI00909291;IPI00908758"	0
"IPI00414973"	23375
"IPI00415054;IPI00444144"	0
"IPI00418174"	0
"IPI00418221;IPI00847283;IPI00642537"	0
"IPI00418238;IPI00418239"	0
"IPI00418240;IPI00910364"	250910
"IPI00418262;IPI00789171;IPI00922373;IPI00218407;IPI00942961;IPI00513830"	2413600
"IPI00418290"	778310
"IPI00418313;IPI00298788;IPI00556173;IPI00414335;IPI00298789;IPI00219330;IPI00556364"	1576600
"IPI00552369;IPI00418328;IPI00797331;IPI00922408;IPI00952741;IPI00952673;IPI00908388;IPI00917534;IPI00954182;IPI00916236;IPI00915845"	0
"IPI00418336;IPI00792312;IPI00477093;IPI00645811;IPI00644073"	1243900
"IPI00418340;IPI00807475"	0
"IPI00418382;IPI00941628;IPI00030020;IPI00795858"	0
"IPI00418412;IPI00455719"	0
"IPI00418414"	506140
"IPI00418426;IPI00922084"	829550
"IPI00418471;IPI00552689;IPI00793184;IPI00013164"	41013000
"IPI00418497;IPI00656071"	4253500
"IPI00418555"	0
"IPI00418595;IPI00893257;IPI00877606"	0
"IPI00418603"	127610
"IPI00914926;IPI00418639;IPI00843833;IPI00843880;IPI00794149;IPI00797832;IPI00788887"	30512
"IPI00418644"	0
"IPI00418653;IPI00414668;IPI00395569"	0
"IPI00418676"	0
"IPI00645739;IPI00418741;IPI00909923"	34706
"IPI00418754;IPI00885142"	0
"IPI00418797;IPI00026445;IPI00916790;IPI00184886;IPI00917431;IPI00917238;IPI00915797;IPI00916605;IPI00916595;IPI00916381;IPI00917845"	73962
"IPI00418972;IPI00022061;IPI00647658"	0
"IPI00419194;IPI00432867;IPI00946399;IPI00945158;IPI00946892;IPI00946920;IPI00946355;IPI00946521"	922390
"IPI00419221;IPI00945380;IPI00945097"	0
"IPI00419234"	0
"IPI00419240"	0
"IPI00419250;IPI00472065;IPI00878456;IPI00879420"	0
"IPI00419258;IPI00644653;IPI00645948;IPI00943040;IPI00872915;IPI00018755;IPI00742929;IPI00903004;IPI00022796;IPI00643746;IPI00418184;IPI00879051"	490190000
"IPI00639841;IPI00419263;IPI00472856;IPI00889037;IPI00947265;IPI00946181;IPI00946338;IPI00945581"	0
"IPI00419266;IPI00945153"	7363300
"IPI00419273;IPI00935649;IPI00549919"	0
"IPI00419276;IPI00909719;IPI00443947"	0
"IPI00419373;IPI00927677;IPI00939124;IPI00940369;IPI00470658;IPI00927189;IPI00927894;IPI00926389"	0
"IPI00419433;IPI00465151;IPI00556406;IPI00335140;IPI00472256;IPI00007145;IPI00479368"	0
"IPI00419451"	0
"IPI00419473;IPI00015946;IPI00258884;IPI00015945"	291770
"IPI00419504;IPI00157561"	0
"IPI00419531;IPI00902580"	311980
"IPI00419535"	0
"IPI00419541"	303890
"IPI00419575;IPI00657959;IPI00893923;IPI00894419;IPI00894139"	1459100
"IPI00926253;IPI00419579;IPI00925049;IPI00925517;IPI00924596"	61148
"IPI00419585;IPI00910407;IPI00925747;IPI00925411;IPI00935462;IPI00937537;IPI00935245;IPI00886744;IPI00030144;IPI00455871;IPI00743690;IPI00879793;IPI00879421;IPI00938414"	285690000
"IPI00419595"	0
"IPI00419596;IPI00844146;IPI00852710"	0
"IPI00419604;IPI00940795;IPI00307749;IPI00443537;IPI00385965;IPI00939260;IPI00922625;IPI00444090"	782860
"IPI00419626;IPI00640399;IPI00472663"	0
"IPI00419643;IPI00456786;IPI00910254;IPI00166225;IPI00945977;IPI00945290;IPI00946529;IPI00946883;IPI00946360;IPI00945450;IPI00945617"	222180
"IPI00419678;IPI00939803;IPI00940044;IPI00216696;IPI00553234"	0
"IPI00419721"	231350
"IPI00419724;IPI00513964"	0
"IPI00794252;IPI00796204;IPI00419731;IPI00794793;IPI00386754;IPI00797918;IPI00879774;IPI00879605"	0
"IPI00419791;IPI00848084;IPI00872476;IPI00872495;IPI00902855"	0
"IPI00419792"	0
"IPI00419802;IPI00377161;IPI00916098;IPI00915760;IPI00916393;IPI00871204;IPI00915922;IPI00916939;IPI00916207;IPI00916849"	962840
"IPI00433138;IPI00419836;IPI00894192;IPI00185191;IPI00796292;IPI00793031;IPI00382681"	0
"IPI00419844;IPI00916833;IPI00917733;IPI00916761;IPI00916869;IPI00927463;IPI00917974;IPI00927241;IPI00917843"	1431200
"IPI00419847;IPI00604452"	0
"IPI00419856;IPI00409698;IPI00164417;IPI00903321"	2995200
"IPI00419880;IPI00472119;IPI00942312;IPI00736161"	1392600
"IPI00419894;IPI00026673;IPI00472000;IPI00873332;IPI00472247;IPI00742111;IPI00736943;IPI00741668;IPI00927701"	473630
"IPI00419903"	14330000
"IPI00419932"	62249
"IPI00745171;IPI00797988;IPI00419957;IPI00943088;IPI00607568;IPI00921961;IPI00607812;IPI00413116;IPI00220473;IPI00795581"	0
"IPI00419979;IPI00926695"	7432600
"IPI00419986"	0
"IPI00420004;IPI00925127;IPI00895883;IPI00895790;IPI00945499"	0
"IPI00420014;IPI00740142;IPI00168235;IPI00953667;IPI00927472;IPI00937839;IPI00735397"	2358800
"IPI00420025;IPI00855858;IPI00887754;IPI00926087;IPI00888349;IPI00930356;IPI00787987;IPI00555667"	5291500
"IPI00420065;IPI00796584;IPI00945519;IPI00795974;IPI00947243;IPI00945409"	0
"IPI00420070;IPI00420068;IPI00420069;IPI00420067;IPI00013302;IPI00843806;IPI00742904;IPI00513871;IPI00909666"	0
"IPI00420084;IPI00413587;IPI00943215;IPI00472003"	1575500
"IPI00420096"	0
"IPI00420108;IPI00954003"	201190
"IPI00423460;IPI00426060;IPI00386879;IPI00449920;IPI00644497;IPI00423462;IPI00386524;IPI00647704;IPI00642017;IPI00784758;IPI00785067;IPI00784950;IPI00940245;IPI00423461;IPI00894384;IPI00893853;IPI00829711"	2173600
"IPI00423570;IPI00423568;IPI00791238"	310880
"IPI00423874;IPI00640753;IPI00376686;IPI00435690"	0
"IPI00424460;IPI00424466"	0
"IPI00425409;IPI00425404;IPI00425405;IPI00425407"	44570
"IPI00426640;IPI00738524;IPI00738762"	146690
"IPI00427330;IPI00926999;IPI00925603;IPI00926792;IPI00647254"	1395700
"IPI00427501;IPI00909449;IPI00427502;IPI00746804"	0
"IPI00427739;IPI00427741"	758740
"IPI00428100;IPI00945658;IPI00946461;IPI00798189"	135800
"IPI00428288;IPI00334579;IPI00640672;IPI00428285;IPI00428286;IPI00428289;IPI00645648;IPI00428287;IPI00384571"	238960
"IPI00856078;IPI00428954;IPI00760574"	0
"IPI00429191"	6123300
"IPI00429538"	0
"IPI00429633;IPI00480093"	0
"IPI00429689;IPI00796774"	0
"IPI00430407;IPI00430406;IPI00430408;IPI00878606;IPI00167442"	0
"IPI00430411;IPI00021917;IPI00554774"	0
"IPI00430472"	0
"IPI00430622"	0
"IPI00430770"	98328
"IPI00430803"	2901600
"IPI00430812;IPI00430813;IPI00430814;IPI00895806"	5898900
"IPI00480028;IPI00431025;IPI00431034;IPI00827857;IPI00431031;IPI00431030;IPI00647003;IPI00431027;IPI00431029;IPI00431026;IPI00431032;IPI00431033;IPI00935670;IPI00902865;IPI00909287;IPI00937657;IPI00921994;IPI00908332"	0
"IPI00431082;IPI00641485;IPI00639956;IPI00431083;IPI00644125"	0
"IPI00432065"	0
"IPI00432073"	0
"IPI00432363"	282.45
"IPI00432368"	0
"IPI00432493;IPI00395596;IPI00395597;IPI00646275"	633840
"IPI00432753;IPI00045800;IPI00395845;IPI00441193"	79327
"IPI00433279;IPI00844250"	0
"IPI00433284"	0
"IPI00434346;IPI00930064"	0
"IPI00434466;IPI00465259;IPI00746531"	0
"IPI00434580;IPI00479390"	14244
"IPI00795918;IPI00435020;IPI00900302;IPI00220737;IPI00902968;IPI00411478;IPI00913951;IPI00900340;IPI00908926;IPI00385035"	0
"IPI00829886;IPI00435872;IPI00555976;IPI00435873"	0
"IPI00436705;IPI00937306"	0
"IPI00438170;IPI00743822;IPI00844112"	2069200
"IPI00438229;IPI00438230"	69611000
"IPI00438286;IPI00438287;IPI00438288;IPI00438290;IPI00438289;IPI00438291;IPI00438292;IPI00910753;IPI00384313;IPI00943337"	0
"IPI00852997;IPI00438923;IPI00657674;IPI00657749;IPI00877972;IPI00853457;IPI00375316;IPI00853327;IPI00877784;IPI00853269;IPI00927508;IPI00853123;IPI00877631;IPI00853608;IPI00853409"	0
"IPI00439194;IPI00439195"	771840
"IPI00439615"	0
"IPI00439946;IPI00748878;IPI00827483"	0
"IPI00439948;IPI00181006"	0
"IPI00746183;IPI00440160;IPI00217342;IPI00873229;IPI00827694;IPI00185072"	0
"IPI00440493;IPI00908963;IPI00549805;IPI00471928;IPI00641249"	108790000
"IPI00440580;IPI00844465"	0
"IPI00440693;IPI00894257;IPI00167433"	646320
"IPI00440727;IPI00477699;IPI00440728;IPI00940018"	1151500
"IPI00440769;IPI00455348"	0
"IPI00440932;IPI00945188;IPI00946948;IPI00440933;IPI00947071;IPI00793716"	0
"IPI00796919;IPI00441344;IPI00927191;IPI00441550;IPI00797646;IPI00925197;IPI00925615;IPI00927711;IPI00926027;IPI00924798;IPI00925829"	965460
"IPI00441473;IPI00064328;IPI00794580;IPI00793983;IPI00952972;IPI00792693"	992290
"IPI00441498"	0
"IPI00441867;IPI00642757;IPI00939321;IPI00922422"	0
"IPI00442073;IPI00921301"	10359000
"IPI00442098;IPI00935184;IPI00012834;IPI00220145;IPI00185637;IPI00845251;IPI00384127;IPI00878338"	51970
"IPI00442135"	0
"IPI00442146;IPI00746936;IPI00878043;IPI00878237;IPI00877910;IPI00911080;IPI00877714;IPI00877892;IPI00878859;IPI00893681;IPI00894473;IPI00878992;IPI00878687;IPI00878335"	0
"IPI00442171;IPI00760871;IPI00619908;IPI00880064;IPI00915800"	0
"IPI00747327;IPI00925378;IPI00470385;IPI00442264;IPI00796632;IPI00953266;IPI00797267;IPI00941200"	0
"IPI00442274;IPI00745540"	0
"IPI00442307"	0
"IPI00442337"	0
"IPI00442344;IPI00744434;IPI00061274;IPI00922508"	0
"IPI00442912"	0
"IPI00443474"	0
"IPI00443534"	0
"IPI00444945;IPI00443773;IPI00845474;IPI00071059;IPI00885203;IPI00439209;IPI00885178;IPI00445503"	2251300
"IPI00443799;IPI00884960;IPI00060283"	0
"IPI00443909;IPI00793081;IPI00790734;IPI00383952;IPI00792424;IPI00789541"	5931400
"IPI00444371;IPI00639995;IPI00872729;IPI00909478;IPI00807730;IPI00747740"	15007
"IPI00444397"	0
"IPI00444452;IPI00646886;IPI00444454;IPI00843786;IPI00929442"	0
"IPI00444788;IPI00941410"	0
"IPI00444820"	0
"IPI00445429"	0
"IPI00445977"	0
"IPI00446294;IPI00921925;IPI00328178;IPI00651745;IPI00922748;IPI00922013;IPI00922594;IPI00828126"	0
"IPI00446645"	0
"IPI00446765;IPI00795935;IPI00419468;IPI00952576;IPI00102193;IPI00884212;IPI00884069"	42200
"IPI00446798"	167360
"IPI00448095;IPI00797249;IPI00797917;IPI00789087"	21431000
"IPI00448616;IPI00856077"	0
"IPI00448630;IPI00007919;IPI00908858"	0
"IPI00448751;IPI00854700;IPI00921922;IPI00922178;IPI00854856;IPI00854567;IPI00921857"	1133200
"IPI00448762"	0
"IPI00449029"	0
"IPI00449049;IPI00953994;IPI00478427;IPI00477173"	10841000
"IPI00450071;IPI00642943;IPI00828179"	0
"IPI00450975"	0
"IPI00451941;IPI00940410;IPI00894217;IPI00657943;IPI00658061"	702930
"IPI00451965;IPI00760952;IPI00946165"	0
"IPI00452731"	4127900
"IPI00453232;IPI00647927;IPI00552460;IPI00942563;IPI00942903;IPI00021421;IPI00789091;IPI00902628;IPI00893015;IPI00216441;IPI00916811;IPI00940074;IPI00893253;IPI00654792;IPI00902814;IPI00646292;IPI00783827;IPI00853212;IPI00942351;IPI00788828;IPI00852695;IPI00942262;IPI00853005;IPI00922020"	0
"IPI00453458;IPI00761043;IPI00640111;IPI00170963;IPI00760865;IPI00760914;IPI00641305;IPI00645537"	0
"IPI00925918;IPI00453463;IPI00910342;IPI00926034;IPI00796947;IPI00925418"	977010
"IPI00453473"	13018000
"IPI00454991;IPI00607872;IPI00945783"	0
"IPI00455023"	0
"IPI00455134;IPI00909208;IPI00927407"	830840
"IPI00455165;IPI00455166"	0
"IPI00455167"	0
"IPI00790553;IPI00552470;IPI00455174;IPI00872953;IPI00645062;IPI00607862"	0
"IPI00455190;IPI00419869"	308880
"IPI00455268"	2196700
"IPI00418169;IPI00455315;IPI00334627;IPI00797556;IPI00909509;IPI00798111;IPI00795925"	49391000
"IPI00455316;IPI00943593;IPI00455319"	0
"IPI00455408"	0
"IPI00455444;IPI00455446"	155910
"IPI00455473;IPI00739902;IPI00942436;IPI00655578;IPI00741107;IPI00929251;IPI00718836"	34423
"IPI00827535;IPI00455510;IPI00916480;IPI00412977;IPI00917228;IPI00917401;IPI00916962;IPI00479214;IPI00916955;IPI00883934;IPI00385149;IPI00943280;IPI00737372;IPI00930258;IPI00384653"	91062000
"IPI00455518;IPI00873776;IPI00892877;IPI00553050;IPI00894300"	539100
"IPI00455599"	12239000
"IPI00455806"	0
"IPI00455835;IPI00941549;IPI00952661"	0
"IPI00739581;IPI00456004;IPI00925175"	0
"IPI00456048;IPI00791916"	715540
"IPI00456146;IPI00106988;IPI00903013;IPI00922828;IPI00945076;IPI00945063"	0
"IPI00456149"	0
"IPI00456157;IPI00719538;IPI00871271;IPI00440542;IPI00556656;IPI00908300"	0
"IPI00456359;IPI00642402;IPI00639962;IPI00456363;IPI00456361;IPI00456365;IPI00456367;IPI00883782;IPI00456369;IPI00479363"	1497900
"IPI00456429"	0
"IPI00456628;IPI00743882;IPI00903147;IPI00168768"	0
"IPI00456629;IPI00921251"	0
"IPI00456630;IPI00549232;IPI00945165;IPI00945904;IPI00945320"	0
"IPI00456631;IPI00217540"	3742900
"IPI00456642;IPI00941376;IPI00640005"	0
