cell_Line	pearson	MAE	RMSE
HS_578T	0.154263980699744	2.10246917079736	0.319130039588773
RPMI_8226	0.581154651737617	1.50306289014066	0.145961898820218
HT29	0.117871441749844	96.8016820947697	0.286881979038737
MALME_3M	0.970736963323651	70.4808962577092	0.118878287524345
SR	0.189755373468714	1.23066803479837	0.275515955962778
UO_31	0.518287092517619	17547.5664017328	0.16982199055817
MDAMB_231	0.0756352951553644	1.27847096278931	0.170985543666804
HOP62	0.221659897784625	1.00124525731921	0.0801245349254174
NCI_H226	0.140510590732933	1.34193397261218	0.132124165031682
HOP92	0.673679114011165	1.3658722397589	0.156612196504314
O_786	0.0894746849430571	2.48840494050507	0.254161292736021
