cell_Line	pearson	MAE	RMSE
HS_578T	0.988960614191238	10.514399998526	0.30842090158229
RPMI_8226	0.981119234340534	21.2204395504371	0.418020592185645
HT29	0.984012015007817	14.9571654773304	0.376272757243283
MALME_3M	0.974969721390017	21.461853200015	0.433657101662843
SR	0.973742959326076	36.5847188247523	0.386692921149989
UO_31	0.984741954883043	10.8283131299981	0.175254154760853
MDAMB_231	0.994364427439219	9739.09070043317	0.254422144489187
HOP62	0.964922532665773	13.0330018158871	0.27688878034471
NCI_H226	0.984567986705786	3.29889366098031	0.499053119229596
HOP92	0.971507644479475	2.1751641212784	0.124721987683964
O_786	0.975498905781724	9.28758794513666	0.0638884257019068
