Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.437346135	-0.128122276884847
HMR_9039	isoleucine	-0.005558778	-0.00611942637106181
HMR_9040	leucine	-0.007998895	-0.0115805877540014
HMR_9041	lysine	-0.009620991	-0.00872810613880528
HMR_9042	methionine	-0.002496251	-0.00280372124570561
HMR_9043	phenylalanine	-0.002744675	-0.00442500353126581
HMR_9044	threonine	-0.006411995	-0.006411995
HMR_9045	tryptophan	-0.000695832	-0.00117024886777278
HMR_9046	valine	-0.006165194	-0.0082161222591547
HMR_9061	alanine	0.014127935	-0.00948389186590854
HMR_9062	asparagine	-0.002018538	-0.00454690445499214
HMR_9063	glutamine	-0.146252447	-0.0258063220276619
HMR_9064	tyrosine	-0.003674763	-0.00334008531010146
HMR_9066	arginine	-0.006832754	-0.00647293904986817
HMR_9067	glycine	-0.000306523	-0.00515263040380211
HMR_9068	proline	-0.000675569	-0.00608285609394391
HMR_9069	serine	-0.016314407	-0.015787826025768
HMR_9070	aspartate	-0.000782986	0
HMR_9071	glutamate	0.056588804	0
HMR_9083	choline	-0.000545279	-0.00127335996758715
HMR_9087	ornithine	0.000643202	0
HMR_9133	pyruvate	6.63736e-08	0
HMR_9135	L-lactate	0.679121284	0
HMR_9146	folate	-5.72834e-06	0
HMR_9259	AKG	1.03044e-05	0
HMR_9292	L-carnitine	-2.09273e-05	0
humanGrowthOut	biomass	0.018333143	0.0258813001542104
