Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.437346135	-509.007916243827
HMR_9039	isoleucine	-0.005558778	-8.01700024789088
HMR_9040	leucine	-0.007998895	-15.1716140149329
HMR_9041	lysine	-0.009620991	-11.4346059312547
HMR_9042	methionine	-0.002496251	-3.67312760361534
HMR_9043	phenylalanine	-0.002744675	-5.79715356570596
HMR_9044	threonine	-0.006411995	-873.457136195991
HMR_9045	tryptophan	-0.000695832	-1.53313152150901
HMR_9046	valine	-0.006165194	-10.7638608905945
HMR_9061	alanine	0.014127935	-12.4247533722292
HMR_9062	asparagine	-0.002018538	-5.95685476586315
HMR_9063	glutamine	-0.146252447	-24.5356650653388
HMR_9064	tyrosine	-0.003674763	-4.37581288430698
HMR_9066	arginine	-0.006832754	-8.48013372834673
HMR_9067	glycine	-0.000306523	-6.75041036851253
HMR_9068	proline	-0.000675569	-7.96908988784373
HMR_9069	serine	-0.016314407	-20.6834754578953
HMR_9070	aspartate	-0.000782986	-4.22082473443034
HMR_9071	glutamate	0.056588804	0
HMR_9083	choline	-0.000545279	-1.66821635832987
HMR_9087	ornithine	0.000643202	0
HMR_9133	pyruvate	6.63736e-08	0
HMR_9135	L-lactate	0.679121284	879.040032461529
HMR_9146	folate	-5.72834e-06	-48.3376056706192
HMR_9259	AKG	1.03044e-05	0
HMR_9292	L-carnitine	-2.09273e-05	0
humanGrowthOut	biomass	0.018333143	33.9068365514201
