Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.549041759	-0.549041759
HMR_9039	isoleucine	-0.00973818	-0.00341015635779374
HMR_9040	leucine	-0.009163894	-0.00732797353260531
HMR_9041	lysine	-0.005490858	-0.00630161579385185
HMR_9042	methionine	-0.001823891	-0.00172163233597354
HMR_9043	phenylalanine	-0.002358298	-0.00320047036815593
HMR_9044	threonine	-0.005220614	-0.00446407676807984
HMR_9045	tryptophan	-0.000421306	-0.000794599539680094
HMR_9046	valine	-0.005794702	-0.00519800532207395
HMR_9061	alanine	0.025716586	-0.010340830120559
HMR_9062	asparagine	0.000345758	-0.00441444188711163
HMR_9063	glutamine	-0.124230534	-0.0188128798422427
HMR_9064	tyrosine	-0.002693864	-0.00209685989637803
HMR_9066	arginine	-0.006102876	-0.005595305091914
HMR_9067	glycine	0.004334714	-0.0196166761358513
HMR_9068	proline	0.001186608	-0.00941379732426556
HMR_9069	serine	-0.011636228	-0.00931304320624656
HMR_9070	aspartate	0.000128843	0
HMR_9071	glutamate	0.038522979	-0.299434517298359
HMR_9083	choline	-0.000249379	-0.000409765050118778
HMR_9087	ornithine	0.001458248	0
HMR_9133	pyruvate	5.6069e-08	0
HMR_9135	L-lactate	0.767588362	1.24126913876731
HMR_9146	folate	-9.3907e-06	-0.00183751143551022
HMR_9259	AKG	6.34246e-06	0
HMR_9292	L-carnitine	1.17216e-06	0
humanGrowthOut	biomass	0.013033577	0.0183935078629651
