Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.549041759	-508.779213090114
HMR_9039	isoleucine	-0.00973818	-7.81345558890565
HMR_9040	leucine	-0.009163894	-14.7864199391641
HMR_9041	lysine	-0.005490858	-70.0887408562795
HMR_9042	methionine	-0.001823891	-3.57987009053446
HMR_9043	phenylalanine	-0.002358298	-19.5793300531321
HMR_9044	threonine	-0.005220614	-872.58828770615
HMR_9045	tryptophan	-0.000421306	-1.49420664648395
HMR_9046	valine	-0.005794702	-10.4905758305227
HMR_9061	alanine	0.025716586	-12.109299697547
HMR_9062	asparagine	0.000345758	-5.80561540769284
HMR_9063	glutamine	-0.124230534	-16.8660690164064
HMR_9064	tyrosine	-0.002693864	-4.26471480350627
HMR_9066	arginine	-0.006102876	-8.26483051336434
HMR_9067	glycine	0.004334714	-6.579023324233
HMR_9068	proline	0.001186608	-7.76676163120303
HMR_9069	serine	-0.011636228	-20.1583400171419
HMR_9070	aspartate	0.000128843	-0.031999998085098
HMR_9071	glutamate	0.038522979	-11.1283185364412
HMR_9083	choline	-0.000249379	-1.62586179686417
HMR_9087	ornithine	0.001458248	0
HMR_9133	pyruvate	5.6069e-08	0
HMR_9135	L-lactate	0.767588362	1000
HMR_9146	folate	-9.3907e-06	-71.8503572246899
HMR_9259	AKG	6.34246e-06	0
HMR_9292	L-carnitine	1.17216e-06	0
humanGrowthOut	biomass	0.013033577	33.0459714809791
