Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.549041759	-0.549041759
HMR_9039	isoleucine	-0.00973818	-0.00296843564255614
HMR_9040	leucine	-0.009163894	-0.0063787743257517
HMR_9041	lysine	-0.005490858	-0.00548536165663286
HMR_9042	methionine	-0.001823891	-0.00149862770303805
HMR_9043	phenylalanine	-0.002358298	-0.00278591047359637
HMR_9044	threonine	-0.005220614	-0.00388584076480534
HMR_9045	tryptophan	-0.000421306	-0.000691674324479099
HMR_9046	valine	-0.005794702	-0.00452470287263411
HMR_9061	alanine	0.025716586	-0.00900137280606828
HMR_9062	asparagine	0.000345758	-0.003842635135995
HMR_9063	glutamine	-0.124230534	-0.0163760300712325
HMR_9064	tyrosine	-0.002693864	-0.00182525168959762
HMR_9066	arginine	-0.006102876	-0.00487054003487366
HMR_9067	glycine	0.004334714	-0.0170757098855775
HMR_9068	proline	0.001186608	-0.00819441942750933
HMR_9069	serine	-0.011636228	-0.00810671608382468
HMR_9070	aspartate	0.000128843	0
HMR_9071	glutamate	0.038522979	-0.195995861004212
HMR_9083	choline	-0.000249379	-0.000356687803204816
HMR_9087	ornithine	0.001458248	0
HMR_9133	pyruvate	5.6069e-08	0
HMR_9135	L-lactate	0.767588362	1.15806954692927
HMR_9146	folate	-9.3907e-06	-0.00159949687535792
HMR_9259	AKG	6.34246e-06	0
HMR_9292	L-carnitine	1.17216e-06	0
humanGrowthOut	biomass	0.013033577	0.0160109797333125
