Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.020798529	0.0212268621487119
HMR_9034	glucose	-0.848562996	-0.848562996
HMR_9039	isoleucine	-0.01142058	-0.00511247276702753
HMR_9040	leucine	-0.012571768	-0.0104261666351369
HMR_9041	lysine	-0.009254128	-0.00817679532293287
HMR_9042	methionine	-0.003363566	-0.00255847051075492
HMR_9043	phenylalanine	-0.003162452	-0.0043243543997684
HMR_9044	threonine	-0.009353784	-0.00738337544711415
HMR_9045	tryptophan	-0.000865457	-0.00112058727969265
HMR_9046	valine	-0.008788208	-0.00764731778021093
HMR_9061	alanine	0.022787714	-0.00948983276426749
HMR_9062	asparagine	-0.004913882	-0.00426100495237179
HMR_9063	glutamine	-0.122203241	-0.00733579659668887
HMR_9064	tyrosine	-0.004482545	-0.00323998439227389
HMR_9066	arginine	-0.00129978	-0.00581627166977333
HMR_9067	glycine	0.016061208	-0.00857435640814541
HMR_9068	proline	-0.001069608	-0.00585108584638343
HMR_9069	serine	-0.024670565	-0.00913348404366118
HMR_9070	aspartate	0.001500354	-0.0628131369859972
HMR_9071	glutamate	0.016112564	-0.91213237278236
HMR_9083	choline	-0.001938647	-0.00264913447209587
HMR_9087	ornithine	-0.002311655	0
HMR_9133	pyruvate	2.87e-07	0
HMR_9135	L-lactate	0.932104298	3.10977381048765
HMR_9146	folate	1e-05	-0.00213531639732552
HMR_9259	AKG	1.95e-05	0.900697516271348
HMR_9292	L-carnitine	-1.83e-05	0
