exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
HMR_9064	tyrosine	-0.007986935	-0.00115651634945922	-0.003674763	-0.0032128502920153	-0.008123502	-0.00540043857963172	-0.004482545	-0.00323998439233474	-0.006833216	-0.00116312208955911	-0.002693864	-0.00217352709118485	-0.003180849	-0.00212618647792565	-0.00311885	-0.00244885014967827	-0.004976546	-0.0011353668255402	-0.004926558	-0.00215193183887577	-0.003969672	-0.000424661858419427
HMR_9066	arginine	-0.027206388	-0.00207612521067376	-0.006832754	-0.00576756177506051	-0.011382525	-0.0096946201314934	-0.00129978	-0.00581627166988257	-0.005431378	-0.0020879835329214	-0.006102876	-0.00390181634025433	-0.007139201	-0.0038168326383619	-0.001574063	-0.00439606369186788	-0.00338457	-0.00203815855346	-0.012814136	-0.0038630495318381	-0.009856139	-0.000762333529213313
HMR_9067	glycine	-0.000802262	-0.315446511026822	-0.000306523	-1.45762854577472	0.003908824	-1.04631308119375	0.016061208	-0.00857435640830645	0.008171299	-0.977307734924554	0.004334714	-0.0555059834426199	0.006385996	-0.00562678039295099	0.002939872	-0.686619322496154	0.000604886	-0.320165975269049	-0.00039991	-0.00569491340654484	0.0025653	-0.0976769761629815
HMR_9068	proline	0.000605661	-0.00208855217314264	-0.000675569	-0.00580208439120482	0.005380916	-0.00975264875130146	-0.001069608	-0.00585108584649332	0.00710491	-0.00210048147517741	0.001186608	-0.00392517125400014	0.001436971	-0.00383967886926514	0.001361038	-0.00442237699813129	0.002203858	-0.00205035826074126	0.002435376	-0.00388617240096986	0.000231007	-0.000766896592224926
HMR_9069	serine	-0.0325857	-0.0325857	-0.016314407	-0.016314407	-0.033339735	-0.033339735	-0.024670565	-0.00913348404383272	-0.031649758	-0.031649758	-0.011636228	-0.011636228	-0.016568732	-0.016568732	-0.017833616	-0.017833616	-0.021499214	-0.021499214	-0.022222852	-0.0136650828117562	-0.030117158	-0.030117158
HMR_9070	aspartate	-0.001934168	0	-0.000782986	0	-0.004150227	-1.22079590984886	0.001500354	-0.0628133349752222	-0.012462967	-0.084776155902263	0.000128843	-0.0922327332439832	-0.00113204	-0.645658869405268	-0.006761827	-0.59850765557723	0.002611711	0	-0.000494245	0	-0.000684778	-0.279238071660453
HMR_9071	glutamate	0.02678411	-1.32569234799999	0.056588804	-3.04691955929246	0.042193442	-5.49725824299947	0.016112564	-0.912132174811446	0.011390914	-1.04825575160113	0.038522979	-1.84167493460527	0.00917449	-0.0315811551987011	0.016202008	-2.68409268424911	0.01664521	-1.91186448302686	0.015988165	-1.77433820943831	0.018807129	0
HMR_9083	choline	-0.002044274	-0.000945611755476598	-0.000545279	-0.00262694859967755	-0.000966912	-0.00441560398866559	-0.001938647	-0.00264913447214563	-0.000844902	-0.000951012859831935	-0.000249379	-0.00177892701961803	-0.000990661	-0.00173845093396389	-0.000451292	-0.00200227302451815	-0.001591875	-0.000928319100297178	-0.00136736	-0.00175950132030283	-0.000571763	-0.000347219687479316
HMR_9087	ornithine	0.007885861	0	0.000643202	0	0.003060358	7.32389750641299e-07	-0.002311655	0	-0.001427155	0	0.001458248	0	0.001948405	0.024077218652368	0.001635996	0	-0.001200326	0	0.009506915	0	0.01603422	0
HMR_9133	pyruvate	2.51e-07	0	6.64e-08	0	1.15e-07	0	2.87e-07	0	1.52e-07	0	5.61e-08	0	5.85e-08	0	3.08e-08	0	4.95e-08	0	1.05e-07	0	5.76e-08	0
HMR_9135	L-lactate	1.392205968	2.72529902183364	0.679121284	2.23725206380754	1.166895089	5.53964430082142	0.932104298	3.10977400851817	1.118142634	2.53750144428823	0.767588362	1.89811769435874	0.743240244	2.5696271383654	0.317551752	2.53334954237661	0.552731028	2.20581991151901	0.687740829	1.8422736108426	0.992967126	1.85578168473421
HMR_9146	folate	4.25e-05	-0.654122370935836	-5.73e-06	-1.44912900010956	-2.34e-06	-5.45646455551085	1e-05	-0.00213531639736595	8.51e-06	-1.93204476264399	-9.39e-06	-1.82135598827969	8.43e-07	-1.00679502458002	-3.16e-06	-2.66467865395329	-6.98e-06	-0.652648379112102	-1.4e-05	-0.00137150998092849	-1.4e-05	-0.222035546742646
HMR_9259	AKG	2.25e-05	0	1.03e-05	0	1.33e-05	0	1.95e-05	0.900697318300219	1.05e-05	0	6.34e-06	0	4.48e-06	0	8.71e-06	0	2.8e-06	0	8.67e-06	0	1.24e-05	0.0376867085326885
HMR_9292	L-carnitine	-1.19e-05	0	-2.09e-05	3.0025432431705e-06	-2.46e-05	0	-1.83e-05	0	-4.72e-05	0	1.17e-06	0	-5.56e-06	0	-2.19e-05	0	-1.2e-05	0	-2.58e-05	0	9.89e-06	0
