exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
HMR_9061	alanine	0.056209087	-2.80385223800147	0.014127935	-4.93856071148622	0.055245815	-4.93856071148623	0.022787714	-4.93856071148623	0.086767953	431.116102853886	0.025716586	-4.93856071148623	0.018852115	-4.93856071148623	0.009601013	-4.93856071148623	0.012695001	440.004909815833	0.032353203	-4.93856071148622	0.0076389	453.710560587738
HMR_9062	asparagine	-0.00571363	-1.20363391594906	-0.002018538	-2.21745020928784	-0.002396685	-2.21745020928784	-0.004913882	-2.21745020928784	-0.001222105	-1.19325406207162	0.000345758	-235.237374180251	-0.001988739	-2.21745020928784	-0.001628876	-22.5313190557857	-0.001922615	-1.19965988903174	-0.002382279	-2.21745020928784	-0.002440472	-1.20565109922284
HMR_9063	glutamine	-0.226698917	-1000	-0.146252447	-4.32162276499731	-0.228850691	-4.30895389411471	-0.122203241	-4.30895389411471	-0.219496506	-971.788352948208	-0.124230534	-38.6653907014746	-0.078432974	-4.32162276499731	-0.091938612	-4.32162276499731	-0.094750789	-1000	-0.123594044	-7.37538529540705	-0.109775824	-1000
HMR_9064	tyrosine	-0.007986935	-0.915219565636903	-0.003674763	-1.68610554295135	-0.008123502	-1.68610554295132	-0.004482545	-1.68610554295131	-0.006833216	-0.907326928821678	-0.002693864	-1.68610554295132	-0.003180849	-1.68610554295132	-0.00311885	-1.68610554295133	-0.004976546	-0.912197793700333	-0.004926558	-1.68610554295131	-0.003969672	-0.916753392139454
HMR_9066	arginine	-0.027206388	-1.64296026978709	-0.006832754	-3.02681948872996	-0.011382525	-3.02681948872996	-0.00129978	-3.02681948872996	-0.005431378	-1.62879176946413	-0.006102876	-3.02681948872996	-0.007139201	-3.02681948872996	-0.001574063	-3.02681948872996	-0.00338457	-1.63753572312907	-0.012814136	-3.02681948872996	-0.009856139	-1.64571372491308
HMR_9067	glycine	-0.000802262	456.779174975905	-0.000306523	0	0.003908824	6.62359528901103	0.016061208	-4.46214182435233	0.008171299	698.667703895806	0.004334714	0	0.006385996	10.9983305379582	0.002939872	69.7216844848253	0.000604886	725.492920151904	-0.00039991	33.980707220887	0.0025653	724.120017687751
HMR_9068	proline	0.000605661	-1.65279445777611	-0.000675569	0	0.005380916	-3.04447964785696	-0.001069608	0	0.00710491	-1.63854114974461	0.001186608	0	0.001436971	-3.02662396435607	0.001361038	0	0.002203858	-1.64733744167098	0.002435376	0	0.000231007	0
HMR_9069	serine	-0.0325857	-1000	-0.016314407	-32.1517413887629	-0.033339735	-15.7994984812225	-0.024670565	-101.50447664738	-0.031649758	-1000	-0.011636228	-9.17864716139088	-0.016568732	-129.714189655146	-0.017833616	-78.8966730206437	-0.021499214	-1000	-0.022222852	-43.1593543822779	-0.030117158	-1000
HMR_9070	aspartate	-0.001934168	-2.10125619711107	-0.000782986	-385.778006802756	-0.004150227	-501.412995960812	0.001500354	-353.308785426486	-0.012462967	0	0.000128843	-95.0075032587512	-0.00113204	-333.158462462465	-0.006761827	-333.183181837236	0.002611711	0	-0.000494245	-328.513221404849	-0.000684778	0
HMR_9071	glutamate	0.02678411	-449.064697232575	0.056588804	-18.4623061558373	0.042193442	-5.46259762284355	0.016112564	-55.3763077968618	0.011390914	-5.16963252264165	0.038522979	-106.313837059394	0.00917449	-5.4650404662824	0.016202008	-17.1308641526139	0.01664521	-345.09692858999	0.015988165	-5.43790190022889	0.018807129	-254.213727509132
HMR_9083	choline	-0.002044274	-0.748318327287923	-0.000545279	-1.37862402302791	-0.000966912	-1.37862402302791	-0.001938647	-1.37862402302791	-0.000844902	-0.741865007230935	-0.000249379	-1.37862402302791	-0.000990661	-1.37862402302791	-0.000451292	-1.37862402302791	-0.001591875	-0.745847611619341	-0.00136736	-1.37862402302791	-0.000571763	-0.749572442175565
HMR_9087	ornithine	0.007885861	0	0.000643202	9.97064172519883	0.003060358	0	-0.002311655	46.8719744953407	-0.001427155	0	0.001458248	132.165940565233	0.001948405	0	0.001635996	5.61238023324548	-0.001200326	0	0.009506915	0	0.01603422	0
HMR_9133	pyruvate	2.51e-07	1000	6.64e-08	0	1.15e-07	166.300356452796	2.87e-07	21.7054828985999	1.52e-07	535.744344958242	5.61e-08	0	5.85e-08	0	3.08e-08	21.8972894667962	4.95e-08	553.050152573551	1.05e-07	0	5.76e-08	541.384619437813
HMR_9135	L-lactate	1.392205968	1000	0.679121284	1000	1.166895089	1000	0.932104298	1000	1.118142634	1000	0.767588362	1000	0.743240244	968.729245293127	0.317551752	1000	0.552731028	1000	0.687740829	1000	0.992967126	1000
HMR_9146	folate	4.25e-05	-617.071695088543	-5.73e-06	-83.9010696815174	-2.34e-06	-236.176796390673	1e-05	-194.651020686991	8.51e-06	-490.214175921349	-9.39e-06	-83.403810663967	8.43e-07	-235.609517012016	-3.16e-06	-75.2547884217158	-6.98e-06	-458.943046517401	-1.4e-05	-39.51746978335	-1.4e-05	-518.700676156519
HMR_9259	AKG	2.25e-05	0	1.03e-05	0	1.33e-05	0	1.95e-05	0	1.05e-05	0	6.34e-06	0	4.48e-06	0	8.71e-06	0	2.8e-06	0	8.67e-06	0	1.24e-05	0
HMR_9292	L-carnitine	-1.19e-05	0	-2.09e-05	0	-2.46e-05	0	-1.83e-05	0	-4.72e-05	0	1.17e-06	0	-5.56e-06	0	-2.19e-05	0	-1.2e-05	0	-2.58e-05	0	9.89e-06	0
