exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
HMR_10024	biomass	0.035730055	0.00799605770488131	0.018333143	0.0414602950754861	0.031111255	0.0463727287224148	0.020798529	0.0469335014521923	0.019171008	0.00797608183372073	0.013033577	0.0270821907452814	0.010926773	0.0314421853841083	0.011473383	0.0251347182075417	0.018027769	0.00797259806402737	0.02270517	0.0161573401628861	0.025987054	0.00280324891750827
HMR_9034	glucose	-0.891204517	-2.6092494137265	-0.437346135	-7.97594022995093	-0.826120427	-13.2351008701016	-0.848562996	-9.03144100198754	-0.898948663	-4.04618045458263	-0.549041759	-7.63516810390065	-0.479477546	-8.69139961955547	-0.26705905	-7.10919573761016	-0.398649261	-2.60968309349434	-0.594208072	-3.12804640479297	-0.864113881	-0.917592865136799
HMR_9039	isoleucine	-0.013615722	-0.0019258441013745	-0.005558778	-0.00998567890069477	-0.008957816	-0.0111688346146106	-0.01142058	-0.0113038962779594	-0.004599992	-0.00192103292878617	-0.00973818	-0.00652272397524842	-0.005568708	-0.00757282519601419	-0.003331967	-0.00605367677251186	-0.007996597	-0.00192019386564254	-0.007304317	-0.00389148245235898	-0.00889841	-0.000675160259182732
HMR_9040	leucine	-0.01834798	-0.00392748723156531	-0.007998895	-0.0203643827415724	-0.016259326	-0.0227772618297818	-0.012571768	-0.0230527010296098	-0.00879963	-0.00391767552411919	-0.009163894	-0.0133021749317763	-0.006592535	-0.0154437081604863	-0.004904579	-0.012345619363008	-0.009283825	-0.00391596437326293	-0.00911516	-0.00793612921865905	-0.010361673	-0.00137689405664143
HMR_9041	lysine	-0.022543147	-0.00308015978928579	-0.009620991	-0.015970911973969	-0.017307958	-0.0178632295566157	-0.009254128	-0.0180792447076987	-0.015465749	-0.0030724648879512	-0.005490858	-0.0104323252805517	-0.006015855	-0.0121118379433753	-0.006186391	-0.0096821397737835	-0.009191799	-0.00307112290572437	-0.013165857	-0.00622396577267731	-0.012443708	-0.00107983895486358
HMR_9042	methionine	-0.006100296	-0.000963763635760689	-0.002496251	-0.00499720314640408	-0.004789793	-0.0055777790511887	-0.003363566	-0.00565688789000752	-0.004351409	-0.000961355947006084	-0.001823891	-0.00325748517201902	-0.001426579	-0.00378972188801877	-0.001965335	-0.00302948381534727	-0.00289763	-0.000960936048767509	-0.002318728	-0.00194744178623163	-0.003263032	-0.000337875171539934
HMR_9043	phenylalanine	-0.006567123	-0.00162896367228747	-0.002744675	-0.00844632655402884	-0.005369239	-0.00944709171214976	-0.003162452	-0.00956133280931685	-0.004906518	-0.00162489417083515	-0.002358298	-0.00551720691849085	-0.00220937	-0.00640542873230813	-0.002257474	-0.00512046615775087	-0.003408873	-0.00162418445431201	-0.003510565	-0.00329158707172229	-0.00339599	-0.000571080252236364
HMR_9044	threonine	-0.013603744	-0.00243918868435653	-0.006411995	-0.0144899067005628	-0.011510289	-0.0162201858120696	-0.009353784	-0.0163249593765436	-0.009821513	-0.00243309506663973	-0.005220614	-0.00949182985555446	-0.004979441	-0.0323070566448878	-0.005240142	-0.00878430124795599	-0.007183311	-0.0024320323464933	-0.008527731	-0.00567891648322354	-0.008802744	-0.00110034766410651
HMR_9045	tryptophan	-0.001211726	-0.000422119882298389	-0.000695832	-0.00218873043732999	-0.00138647	-0.002448062721985	-0.000865457	-0.00247766647516268	-0.00133912	-0.000421065336083951	-0.000421306	-0.00142969593163415	-0.00035138	-0.00165986440861246	-0.000467773	-0.00132688690889433	-0.000944004	-0.000420881424398069	-0.000954767	-0.000852962144538918	-0.000725178	-0.000147986313604179
HMR_9046	valine	-0.01330341	-0.00288070812490966	-0.006165194	-0.0149367367386798	-0.011472903	-0.0167065198045459	-0.008788208	-0.0169085471808506	-0.010175864	-0.00287351149671132	-0.005794702	-0.00975679388514907	-0.004841612	-0.0113275519317004	-0.005347229	-0.00905518564649413	-0.007691297	-0.00287225641276479	-0.009105286	-0.00582094111898932	-0.010005055	-0.00100991541467748
