exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
HMR_10024	biomass	0.035730055	0.00769859754210086	0.018333143	0.0210490922165196	0.031111255	0.0360624764503712	0.020798529	0.0212268621493567	0.019171008	0.00770555647053006	0.013033577	0.0171380647540825	0.010926773	0.0139305040137065	0.011473383	0.0172021706482394	0.018027769	0.0075722817664135	0.02270517	0.0140984507712251	0.025987054	0.0028020614267283
HMR_9034	glucose	-0.891204517	-0.891204517	-0.437346135	-0.437346135	-0.826120427	-0.826120427	-0.848562996	-0.848562996	-0.898948663	-0.898948663	-0.549041759	-0.549041759	-0.479477546	-0.479477546	-0.26705905	-0.26705905	-0.398649261	-0.398649261	-0.594208072	-0.594208072	-0.864113881	-0.864113881
HMR_9039	isoleucine	-0.013615722	-0.00185420105913696	-0.005558778	-0.00506965702107498	-0.008957816	-0.00868561860309074	-0.01142058	-0.00511247276718284	-0.004599992	-0.00185587711148199	-0.00973818	-0.00412768918556897	-0.005568708	-0.003355150747298	-0.003331967	-0.00415049043871618	-0.007996597	-0.00182377800561528	-0.007304317	-0.00339560058948894	-0.00889841	-0.00067487425297837
HMR_9040	leucine	-0.01834798	-0.00378138135860414	-0.007998895	-0.0103388499642711	-0.016259326	-0.0177130932548166	-0.012571768	-0.0104261666354536	-0.00879963	-0.00378479943080419	-0.009163894	-0.00841783951287751	-0.006592535	-0.00684235640391912	-0.004904579	-0.00844932691455238	-0.009283825	-0.00371933783484936	-0.00911516	-0.00692484814798625	-0.010361673	-0.00137631078735448
HMR_9041	lysine	-0.022543147	-0.00296557521947316	-0.009620991	-0.00811131914615025	-0.017307958	-0.0138916193409522	-0.009254128	-0.00817679532318126	-0.015465749	-0.00296825586690159	-0.005490858	-0.00660175049630718	-0.006015855	-0.00536616666501907	-0.006186391	-0.00662644471497416	-0.009191799	-0.00291691714478379	-0.013165857	-0.00543086140189346	-0.012443708	-0.00107938152177772
HMR_9042	methionine	-0.006100296	-0.000927910806959785	-0.002496251	-0.00254605155722279	-0.004789793	-0.0043376469580415	-0.003363566	-0.00255847051083264	-0.004351409	-0.000928749565559518	-0.001823891	-0.00207298234080954	-0.001426579	-0.00167904155919644	-0.001965335	-0.00207337504790669	-0.00289763	-0.000912685985463555	-0.002318728	-0.00169928415668814	-0.003263032	-0.000337732043454348
HMR_9043	phenylalanine	-0.006567123	-0.0015683648350847	-0.002744675	-0.00428813895807776	-0.005369239	-0.0073466783555746	-0.003162452	-0.00432435439989977	-0.004906518	-0.00156978251389938	-0.002358298	-0.00349138111905673	-0.00220937	-0.0028379341186007	-0.002257474	-0.00350444082630437	-0.003408873	-0.00154263167789326	-0.003510565	-0.00287214837479713	-0.00339599	-0.000570838335605302
HMR_9044	threonine	-0.013603744	-0.00234844878603664	-0.006411995	-0.006411995	-0.011510289	-0.0110097770395427	-0.009353784	-0.00738337544733811	-0.009821513	-0.00235057159956629	-0.005220614	-0.005220614	-0.004979441	-0.00424948506022825	-0.005240142	-0.005240142	-0.007183311	-0.00230991629639187	-0.008527731	-0.00430071703548821	-0.008802744	-0.000983117121771686
HMR_9045	tryptophan	-0.001211726	-0.000406416662845046	-0.000695832	-0.00111120262720229	-0.00138647	-0.00190377419429154	-0.000865457	-0.00112058727972669	-0.00133912	-0.000406784031635752	-0.000421306	-0.00090473557643277	-0.00035138	-0.000735405237387579	-0.000467773	-0.000908119790691204	-0.000944004	-0.000399748326730735	-0.000954767	-0.000744271314663743	-0.000725178	-0.000147923624778414
HMR_9046	valine	-0.01330341	-0.00277354332703238	-0.006165194	-0.00758327330893126	-0.011472903	-0.0129920859439932	-0.008788208	-0.00764731778044324	-0.010175864	-0.00277605039268981	-0.005794702	-0.00617426289359753	-0.004841612	-0.00501868765552718	-0.005347229	-0.00619735807086713	-0.007691297	-0.00272803604147281	-0.009105286	-0.00507919317046871	-0.010005055	-0.00100948760206477
HMR_9061	alanine	0.056209087	-0.00344179006214404	0.014127935	0.723495709070666	0.055245815	1.08618558054709	0.022787714	-0.00948983276455577	0.086767953	-0.00344490117044393	0.025716586	0.196385749740956	0.018852115	-0.00622787072747132	0.009601013	0.771902514469381	0.012695001	-0.00338782636802849	0.032353203	-0.0063029542057069	0.0076389	-0.00125270961617235
