Gene stable ID,Gene name,HGNC ID,UniProtKB/Swiss-Prot ID
ENSG00000215425,DDX39B,HGNC:13917,
ENSG00000152332,UHMK1,HGNC:19683,Q8TAS1
ENSG00000089289,IGBP1,HGNC:5461,P78318
ENSG00000186090,HTR3D,HGNC:24004,
ENSG00000057935,MTA3,HGNC:23784,Q9BTC8
ENSG00000185608,MRPL40,HGNC:14491,Q9NQ50
ENSG00000089101,CFAP61,HGNC:15872,
ENSG00000226463,OR2W1,HGNC:8281,Q9Y3N9
ENSG00000186090,HTR3D,HGNC:24004,Q70Z44
ENSG00000151148,UBE3B,HGNC:13478,Q7Z3V4
ENSG00000233054,OR2B3,HGNC:8238,O76000
ENSG00000176390,CRLF3,HGNC:17177,
ENSG00000151148,UBE3B,HGNC:13478,
ENSG00000087111,PIGS,HGNC:14937,Q96S52
ENSG00000226271,OR2J3,HGNC:8261,O76001
ENSG00000198833,UBE2J1,HGNC:17598,Q9Y385
ENSG00000089101,CFAP61,HGNC:15872,Q8NHU2
ENSG00000178084,HTR3C,HGNC:24003,Q8WXA8
ENSG00000140526,ABHD2,HGNC:18717,
ENSG00000211452,DIO1,HGNC:2883,
ENSG00000176390,CRLF3,HGNC:17177,Q8IUI8
ENSG00000189057,FAM111B,HGNC:24200,Q6SJ93
ENSG00000189057,FAM111B,HGNC:24200,
ENSG00000225550,OR2J2,HGNC:8260,O76002
ENSG00000138107,ACTR1A,HGNC:167,
ENSG00000211452,DIO1,HGNC:2883,P49895
ENSG00000110786,PTPN5,HGNC:9657,
ENSG00000239463,HLA-DMA,HGNC:4934,
ENSG00000162521,RBBP4,HGNC:9887,Q09028
ENSG00000112701,SENP6,HGNC:20944,Q9GZR1
ENSG00000166963,MAP1A,HGNC:6835,
ENSG00000174527,MYO1H,HGNC:13879,
ENSG00000112701,SENP6,HGNC:20944,
ENSG00000140526,ABHD2,HGNC:18717,P08910
ENSG00000239463,HLA-DMA,HGNC:4934,P28067
ENSG00000023697,DERA,HGNC:24269,Q9Y315
ENSG00000166963,MAP1A,HGNC:6835,P78559
ENSG00000162521,RBBP4,HGNC:9887,
ENSG00000110786,PTPN5,HGNC:9657,P54829
ENSG00000174527,MYO1H,HGNC:13879,Q8N1T3
ENSG00000023697,DERA,HGNC:24269,
ENSG00000138107,ACTR1A,HGNC:167,P61163
ENSG00000196642,RABL6,HGNC:24703,Q3YEC7
ENSG00000183559,C10orf120,HGNC:25707,
ENSG00000164256,PRDM9,HGNC:13994,
ENSG00000138380,CARF,HGNC:14435,Q8N187
ENSG00000278622,TSEN34,HGNC:15506,Q9BSV6
ENSG00000183559,C10orf120,HGNC:25707,Q5SQS8
ENSG00000138380,CARF,HGNC:14435,
ENSG00000242386,HLA-DMB,HGNC:4935,
ENSG00000164256,PRDM9,HGNC:13994,Q9NQV7
ENSG00000278622,TSEN34,HGNC:15506,
ENSG00000236927,OR14J1,HGNC:13971,Q9UGF5
ENSG00000182853,VMO1,HGNC:30387,Q7Z5L0
ENSG00000196642,RABL6,HGNC:24703,
ENSG00000072110,ACTN1,HGNC:163,P12814
ENSG00000274665,PVALB,HGNC:9704,P20472
ENSG00000140945,CDH13,HGNC:1753,P55290
ENSG00000132781,MUTYH,HGNC:7527,
ENSG00000138111,MFSD13A,HGNC:26196,Q14CX5
ENSG00000140945,CDH13,HGNC:1753,
ENSG00000230505,OR10C1,HGNC:8165,Q96KK4
ENSG00000138111,MFSD13A,HGNC:26196,
ENSG00000160593,JAML,HGNC:19084,Q86YT9
ENSG00000230505,OR10C1,HGNC:8165,
ENSG00000154007,ASB17,HGNC:19769,Q8WXJ9
ENSG00000232289,OR11A1,HGNC:8176,Q9GZK7
ENSG00000183527,PSMG1,HGNC:3043,O95456
ENSG00000242386,HLA-DMB,HGNC:4935,P28068
ENSG00000169397,RNASE3,HGNC:10046,P12724
ENSG00000274665,PVALB,HGNC:9704,
ENSG00000072110,ACTN1,HGNC:163,
ENSG00000160593,JAML,HGNC:19084,
ENSG00000183527,PSMG1,HGNC:3043,
ENSG00000164366,CCDC127,HGNC:30520,Q96BQ5
ENSG00000164366,CCDC127,HGNC:30520,
ENSG00000162520,SYNC,HGNC:28897,Q9H7C4
ENSG00000179057,IGSF22,HGNC:26750,Q8N9C0
ENSG00000182327,GLTPD2,HGNC:33756,A6NH11
ENSG00000166801,FAM111A,HGNC:24725,Q96PZ2
ENSG00000272896,AL355987.3,,
ENSG00000162520,SYNC,HGNC:28897,
ENSG00000125148,MT2A,HGNC:7406,P02795
ENSG00000101542,CDH20,HGNC:1760,Q9HBT6
ENSG00000125148,MT2A,HGNC:7406,
ENSG00000169604,ANTXR1,HGNC:21014,Q9H6X2
ENSG00000244187,TMEM141,HGNC:28211,Q96I45
ENSG00000166801,FAM111A,HGNC:24725,
ENSG00000085978,ATG16L1,HGNC:21498,Q676U5
ENSG00000007202,KIAA0100,HGNC:28960,Q14667
ENSG00000169385,RNASE2,HGNC:10045,P10153
ENSG00000160539,PLPP7,HGNC:28174,Q8NBV4
ENSG00000064547,LPAR2,HGNC:3168,Q9HBW0
ENSG00000230062,ANKRD66,HGNC:44669,B4E2M5
ENSG00000160539,PLPP7,HGNC:28174,
ENSG00000169604,ANTXR1,HGNC:21014,
ENSG00000230062,ANKRD66,HGNC:44669,
ENSG00000206298,PSMB8,HGNC:9545,
ENSG00000007202,KIAA0100,HGNC:28960,
ENSG00000166278,C2,HGNC:1248,
ENSG00000064547,LPAR2,HGNC:3168,
ENSG00000196923,PDLIM7,HGNC:22958,Q9NR12
ENSG00000095383,TBC1D2,HGNC:18026,Q9BYX2
ENSG00000206298,PSMB8,HGNC:9545,P28062
ENSG00000142507,PSMB6,HGNC:9543,P28072
ENSG00000142507,PSMB6,HGNC:9543,
ENSG00000144230,GPR17,HGNC:4471,Q13304
ENSG00000144230,GPR17,HGNC:4471,
ENSG00000225987,PBX2,HGNC:8633,P40425
ENSG00000236227,BRD2,HGNC:1103,
ENSG00000105472,CLEC11A,HGNC:10576,Q9Y240
ENSG00000105472,CLEC11A,HGNC:10576,
ENSG00000101654,RNMT,HGNC:10075,O43148
ENSG00000167460,TPM4,HGNC:12013,
ENSG00000186306,OR10T2,HGNC:14816,Q8NGX3
ENSG00000186038,HTR3E,HGNC:24005,A5X5Y0
ENSG00000215425,DDX39B,HGNC:13917,Q13838
ENSG00000124429,POF1B,HGNC:13711,Q8WVV4
ENSG00000137473,TTC29,HGNC:29936,
ENSG00000187257,RSBN1L,HGNC:24765,Q6PCB5
ENSG00000184210,DGAT2L6,HGNC:23250,Q6ZPD8
ENSG00000161405,IKZF3,HGNC:13178,Q9UKT9
ENSG00000262165,AC233723.1,,
ENSG00000186038,HTR3E,HGNC:24005,
ENSG00000101654,RNMT,HGNC:10075,
ENSG00000180708,OR10K2,HGNC:14826,
ENSG00000187257,RSBN1L,HGNC:24765,
ENSG00000180708,OR10K2,HGNC:14826,Q6IF99
ENSG00000060749,QSER1,HGNC:26154,Q2KHR3
ENSG00000137473,TTC29,HGNC:29936,Q8NA56
ENSG00000060749,QSER1,HGNC:26154,
ENSG00000173285,OR10K1,HGNC:14693,
ENSG00000101343,CRNKL1,HGNC:15762,
ENSG00000173285,OR10K1,HGNC:14693,Q8NGX5
ENSG00000243594,PSMB9,HGNC:9546,
ENSG00000101343,CRNKL1,HGNC:15762,Q9BZJ0
ENSG00000180346,TIGD2,HGNC:18333,Q4W5G0
ENSG00000135547,HEY2,HGNC:4881,
ENSG00000229453,SPINK8,HGNC:33160,P0C7L1
ENSG00000106290,TAF6,HGNC:11540,
ENSG00000105968,H2AFV,HGNC:20664,Q71UI9
ENSG00000198517,MAFK,HGNC:6782,O60675
ENSG00000105968,H2AFV,HGNC:20664,
ENSG00000243594,PSMB9,HGNC:9546,P28065
ENSG00000167524,SGK494,,
ENSG00000250486,FAM218A,HGNC:26466,Q96MZ4
ENSG00000136643,RPS6KC1,HGNC:10439,Q96S38
ENSG00000135547,HEY2,HGNC:4881,Q9UBP5
ENSG00000215305,VPS16,HGNC:14584,Q9H269
ENSG00000183439,TRIM61,HGNC:24339,Q5EBN2
ENSG00000140400,MAN2C1,HGNC:6827,Q9NTJ4
ENSG00000215305,VPS16,HGNC:14584,
ENSG00000185477,GPRIN3,HGNC:27733,Q6ZVF9
ENSG00000177150,FAM210A,HGNC:28346,Q96ND0
ENSG00000132329,RAMP1,HGNC:9843,
ENSG00000196923,PDLIM7,HGNC:22958,
ENSG00000196475,GK2,HGNC:4291,Q14410
ENSG00000177150,FAM210A,HGNC:28346,
ENSG00000185811,IKZF1,HGNC:13176,
ENSG00000164104,HMGB2,HGNC:5000,P26583
ENSG00000132329,RAMP1,HGNC:9843,O60894
ENSG00000169715,MT1E,HGNC:7397,P04732
ENSG00000169715,MT1E,HGNC:7397,
ENSG00000076201,PTPN23,HGNC:14406,
ENSG00000164104,HMGB2,HGNC:5000,
ENSG00000122335,SERAC1,HGNC:21061,Q96JX3
ENSG00000163393,SLC22A15,HGNC:20301,Q8IZD6
ENSG00000132635,PCED1A,HGNC:16212,
ENSG00000136643,RPS6KC1,HGNC:10439,
ENSG00000177169,ULK1,HGNC:12558,O75385
ENSG00000122335,SERAC1,HGNC:21061,
ENSG00000067365,METTL22,HGNC:28368,
ENSG00000263001,GTF2I,HGNC:4659,P78347
ENSG00000102385,DRP2,HGNC:3032,Q13474
ENSG00000171757,LRRC34,HGNC:28408,Q8IZ02
ENSG00000102385,DRP2,HGNC:3032,
ENSG00000167460,TPM4,HGNC:12013,P67936
ENSG00000161405,IKZF3,HGNC:13178,
ENSG00000188467,SLC24A5,HGNC:20611,Q71RS6
ENSG00000206297,TAP1,HGNC:43,Q03518
ENSG00000263001,GTF2I,HGNC:4659,
ENSG00000196993,NPIPB9,HGNC:41987,
ENSG00000188467,SLC24A5,HGNC:20611,
ENSG00000146094,DOK3,HGNC:24583,Q7L591
ENSG00000198965,OR10R2,HGNC:14820,
ENSG00000196993,NPIPB9,HGNC:41987,F8W1W9
ENSG00000198965,OR10R2,HGNC:14820,Q8NGX6
ENSG00000138757,G3BP2,HGNC:30291,Q9UN86
ENSG00000105696,TMEM59L,HGNC:13237,Q9UK28
ENSG00000076201,PTPN23,HGNC:14406,Q9H3S7
ENSG00000146094,DOK3,HGNC:24583,
ENSG00000067365,METTL22,HGNC:28368,Q9BUU2
ENSG00000197530,MIB2,HGNC:30577,Q96AX9
ENSG00000170899,GSTA4,HGNC:4629,O15217
ENSG00000138757,G3BP2,HGNC:30291,
ENSG00000148803,FUOM,HGNC:24733,A2VDF0
ENSG00000171757,LRRC34,HGNC:28408,
ENSG00000105696,TMEM59L,HGNC:13237,
ENSG00000170899,GSTA4,HGNC:4629,
ENSG00000148803,FUOM,HGNC:24733,
ENSG00000166278,C2,HGNC:1248,P06681
ENSG00000276336,SCARF1,HGNC:16820,Q14162
ENSG00000185811,IKZF1,HGNC:13176,Q13422
ENSG00000129355,CDKN2D,HGNC:1790,P55273
ENSG00000132635,PCED1A,HGNC:16212,Q9H1Q7
ENSG00000156675,RAB11FIP1,HGNC:30265,Q6WKZ4
ENSG00000234530,NFKBIL1,HGNC:7800,Q9UBC1
ENSG00000006016,CRLF1,HGNC:2364,O75462
ENSG00000008294,SPAG9,HGNC:14524,O60271
ENSG00000156675,RAB11FIP1,HGNC:30265,
ENSG00000006016,CRLF1,HGNC:2364,
ENSG00000187773,FAM69C,HGNC:31729,Q0P6D2
ENSG00000134243,SORT1,HGNC:11186,Q99523
ENSG00000184005,ST6GALNAC3,HGNC:19343,Q8NDV1
ENSG00000184005,ST6GALNAC3,HGNC:19343,
ENSG00000006607,FARP2,HGNC:16460,O94887
ENSG00000276336,SCARF1,HGNC:16820,
ENSG00000137766,UNC13C,HGNC:23149,Q8NB66
ENSG00000236399,TRIM40,HGNC:18736,
ENSG00000076382,SPAG5,HGNC:13452,Q96R06
ENSG00000134243,SORT1,HGNC:11186,
ENSG00000076382,SPAG5,HGNC:13452,
ENSG00000137766,UNC13C,HGNC:23149,
ENSG00000006607,FARP2,HGNC:16460,
ENSG00000234530,NFKBIL1,HGNC:7800,
ENSG00000236236,TNXB,HGNC:11976,
ENSG00000140400,MAN2C1,HGNC:6827,
ENSG00000236236,TNXB,HGNC:11976,P22105
ENSG00000106290,TAF6,HGNC:11540,P49848
ENSG00000164855,TMEM184A,HGNC:28797,Q6ZMB5
ENSG00000182628,SKA2,HGNC:28006,Q8WVK7
ENSG00000182628,SKA2,HGNC:28006,
ENSG00000117143,UAP1,HGNC:12457,Q16222
ENSG00000073578,SDHA,HGNC:10680,P31040
ENSG00000073578,SDHA,HGNC:10680,
ENSG00000235568,NFAM1,HGNC:29872,Q8NET5
ENSG00000235568,NFAM1,HGNC:29872,
ENSG00000124564,SLC17A3,HGNC:10931,
ENSG00000187210,GCNT1,HGNC:4203,Q02742
ENSG00000108021,FAM208B,HGNC:23484,Q5VWN6
ENSG00000164855,TMEM184A,HGNC:28797,
ENSG00000187950,OVCH1,HGNC:23080,
ENSG00000176049,JAKMIP2,HGNC:29067,Q96AA8
ENSG00000197530,MIB2,HGNC:30577,
ENSG00000008294,SPAG9,HGNC:14524,
ENSG00000108395,TRIM37,HGNC:7523,
ENSG00000025039,RRAGD,HGNC:19903,Q9NQL2
ENSG00000167311,ART5,HGNC:24049,Q96L15
ENSG00000108021,FAM208B,HGNC:23484,
ENSG00000104177,MYEF2,HGNC:17940,
ENSG00000187950,OVCH1,HGNC:23080,Q7RTY7
ENSG00000230995,PPP1R10,HGNC:9284,Q96QC0
ENSG00000167311,ART5,HGNC:24049,
ENSG00000169499,PLEKHA2,HGNC:14336,
ENSG00000198457,CYP21A2,HGNC:2600,P08686
ENSG00000069275,NUCKS1,HGNC:29923,Q9H1E3
ENSG00000124564,SLC17A3,HGNC:10931,O00476
ENSG00000113441,LNPEP,HGNC:6656,Q9UIQ6
ENSG00000089639,GMIP,HGNC:24852,Q9P107
ENSG00000104177,MYEF2,HGNC:17940,Q9P2K5
ENSG00000214360,EFCAB9,HGNC:34530,A8MZ26
ENSG00000278145,C17orf78,HGNC:26831,Q8N4C9
ENSG00000089639,GMIP,HGNC:24852,
ENSG00000168246,UBTD2,HGNC:24463,Q8WUN7
ENSG00000227420,MRPS18B,HGNC:14516,Q9Y676
ENSG00000112357,PEX7,HGNC:8860,
ENSG00000166592,RRAD,HGNC:10446,P55042
ENSG00000171150,SOCS5,HGNC:16852,O75159
ENSG00000227420,MRPS18B,HGNC:14516,
ENSG00000276870,PLA2G10,HGNC:9029,O15496
ENSG00000166592,RRAD,HGNC:10446,
ENSG00000276870,PLA2G10,HGNC:9029,
ENSG00000198457,CYP21A2,HGNC:2600,
ENSG00000109184,DCUN1D4,HGNC:28998,
ENSG00000261236,BOP1,HGNC:15519,Q14137
ENSG00000261236,BOP1,HGNC:15519,
ENSG00000026025,VIM,HGNC:12692,P08670
ENSG00000026025,VIM,HGNC:12692,
ENSG00000102452,NALCN,HGNC:19082,Q8IZF0
ENSG00000204195,AWAT1,HGNC:23252,Q58HT5
ENSG00000260428,SCX,HGNC:32322,Q7RTU7
ENSG00000100644,HIF1A,HGNC:4910,Q16665
ENSG00000164049,FBXW12,HGNC:20729,Q6X9E4
ENSG00000100644,HIF1A,HGNC:4910,
ENSG00000275066,SYNRG,HGNC:557,Q9UMZ2
ENSG00000132781,MUTYH,HGNC:7527,Q9UIF7
ENSG00000130723,PRRC2B,HGNC:28121,Q5JSZ5
ENSG00000112357,PEX7,HGNC:8860,O00628
ENSG00000130723,PRRC2B,HGNC:28121,
ENSG00000137414,FAM8A1,HGNC:16372,Q9UBU6
ENSG00000179919,OR10A7,HGNC:15329,Q8NGE5
ENSG00000164049,FBXW12,HGNC:20729,
ENSG00000142731,PLK4,HGNC:11397,O00444
ENSG00000221983,UBA52,HGNC:12458,P62987
ENSG00000142731,PLK4,HGNC:11397,
ENSG00000142511,GPR32,HGNC:4487,O75388
ENSG00000117069,ST6GALNAC5,HGNC:19342,Q9BVH7
ENSG00000117676,RPS6KA1,HGNC:10430,
ENSG00000117069,ST6GALNAC5,HGNC:19342,
ENSG00000108395,TRIM37,HGNC:7523,O94972
ENSG00000112818,MEP1A,HGNC:7015,Q16819
ENSG00000221983,UBA52,HGNC:12458,
ENSG00000142513,ACP4,HGNC:14376,Q9BZG2
ENSG00000112818,MEP1A,HGNC:7015,
ENSG00000261341,AC010325.1,,
ENSG00000169213,RAB3B,HGNC:9778,P20337
ENSG00000127952,STYXL1,HGNC:18165,Q9Y6J8
ENSG00000197706,OR6C74,HGNC:31303,A6NCV1
ENSG00000166508,MCM7,HGNC:6950,P33993
ENSG00000137642,SORL1,HGNC:11185,Q92673
ENSG00000231558,HLA-DOA,HGNC:4936,P06340
ENSG00000023608,SNAPC1,HGNC:11134,Q16533
ENSG00000174705,SH3PXD2B,HGNC:29242,
ENSG00000188324,OR6C6,HGNC:31293,A6NF89
ENSG00000231558,HLA-DOA,HGNC:4936,
ENSG00000275066,SYNRG,HGNC:557,
ENSG00000137642,SORL1,HGNC:11185,
ENSG00000205364,MT1M,HGNC:14296,Q8N339
ENSG00000205364,MT1M,HGNC:14296,
ENSG00000127952,STYXL1,HGNC:18165,
ENSG00000174705,SH3PXD2B,HGNC:29242,A1X283
ENSG00000175175,PPM1E,HGNC:19322,Q8WY54
ENSG00000006015,C19orf60,HGNC:26098,Q96EN9
ENSG00000149090,PAMR1,HGNC:24554,Q6UXH9
ENSG00000116679,IVNS1ABP,HGNC:16951,Q9Y6Y0
ENSG00000268447,SSX2B,HGNC:22263,Q16385
ENSG00000006015,C19orf60,HGNC:26098,
ENSG00000130540,SULT4A1,HGNC:14903,Q9BR01
ENSG00000149090,PAMR1,HGNC:24554,
ENSG00000130540,SULT4A1,HGNC:14903,
ENSG00000116679,IVNS1ABP,HGNC:16951,
ENSG00000043039,BARX2,HGNC:956,Q9UMQ3
ENSG00000106772,PRUNE2,HGNC:25209,
ENSG00000176979,TRIM60,HGNC:21162,Q495X7
ENSG00000176979,TRIM60,HGNC:21162,
ENSG00000164308,ERAP2,HGNC:29499,Q6P179
ENSG00000164308,ERAP2,HGNC:29499,
ENSG00000074054,CLASP1,HGNC:17088,Q7Z460
ENSG00000152467,ZSCAN1,HGNC:23712,
ENSG00000135211,TMEM60,HGNC:21754,Q9H2L4
ENSG00000119457,SLC46A2,HGNC:16055,Q9BY10
ENSG00000164037,SLC9B1,HGNC:24244,Q4ZJI4
ENSG00000187754,SSX7,HGNC:19653,Q7RTT5
ENSG00000152467,ZSCAN1,HGNC:23712,Q8NBB4
ENSG00000119457,SLC46A2,HGNC:16055,
ENSG00000080298,RFX3,HGNC:9984,P48380
ENSG00000106772,PRUNE2,HGNC:25209,Q8WUY3
ENSG00000080298,RFX3,HGNC:9984,
ENSG00000167747,C19orf48,HGNC:29667,Q6RUI8
ENSG00000170613,FAM71B,HGNC:28397,Q8TC56
ENSG00000009830,POMT2,HGNC:19743,Q9UKY4
ENSG00000148158,SNX30,HGNC:23685,Q5VWJ9
ENSG00000148158,SNX30,HGNC:23685,
ENSG00000278699,POTEB3,HGNC:51240,
ENSG00000164105,SAP30,HGNC:10532,O75446
ENSG00000164037,SLC9B1,HGNC:24244,
ENSG00000170571,EMB,HGNC:30465,Q6PCB8
ENSG00000151715,TMEM45B,HGNC:25194,Q96B21
ENSG00000033867,SLC4A7,HGNC:11033,
ENSG00000145335,SNCA,HGNC:11138,P37840
ENSG00000197629,MPEG1,HGNC:29619,Q2M385
ENSG00000170571,EMB,HGNC:30465,
ENSG00000160588,MPZL3,HGNC:27279,Q6UWV2
ENSG00000166508,MCM7,HGNC:6950,
ENSG00000105227,PRX,HGNC:13797,Q9BXM0
ENSG00000160588,MPZL3,HGNC:27279,
ENSG00000241476,SSX2,HGNC:11336,Q16385
ENSG00000074054,CLASP1,HGNC:17088,
ENSG00000145335,SNCA,HGNC:11138,
ENSG00000145354,CISD2,HGNC:24212,Q8N5K1
ENSG00000189306,RRP7A,HGNC:24286,Q9Y3A4
ENSG00000145354,CISD2,HGNC:24212,
ENSG00000143390,RFX5,HGNC:9986,P48382
ENSG00000214357,NEURL1B,HGNC:35422,A8MQ27
ENSG00000135077,HAVCR2,HGNC:18437,Q8TDQ0
ENSG00000183258,DDX41,HGNC:18674,
ENSG00000143390,RFX5,HGNC:9986,
ENSG00000135077,HAVCR2,HGNC:18437,
ENSG00000189306,RRP7A,HGNC:24286,
ENSG00000115590,IL1R2,HGNC:5994,P27930
ENSG00000121690,DEPDC7,HGNC:29899,Q96QD5
ENSG00000110042,DTX4,HGNC:29151,Q9Y2E6
ENSG00000101247,NDUFAF5,HGNC:15899,Q5TEU4
ENSG00000009830,POMT2,HGNC:19743,
ENSG00000129219,PLD2,HGNC:9068,O14939
ENSG00000183258,DDX41,HGNC:18674,Q9UJV9
ENSG00000115590,IL1R2,HGNC:5994,
ENSG00000168928,CTRB2,HGNC:2522,Q6GPI1
ENSG00000168928,CTRB2,HGNC:2522,
ENSG00000155868,MED7,HGNC:2378,O43513
ENSG00000129219,PLD2,HGNC:9068,
ENSG00000155868,MED7,HGNC:2378,
ENSG00000205330,OR6C1,HGNC:8355,
ENSG00000127884,ECHS1,HGNC:3151,P30084
ENSG00000205330,OR6C1,HGNC:8355,Q96RD1
ENSG00000132958,TPTE2,HGNC:17299,Q6XPS3
ENSG00000205329,OR6C3,HGNC:15437,
ENSG00000197019,SERTAD1,HGNC:17932,Q9UHV2
ENSG00000113263,ITK,HGNC:6171,
ENSG00000132958,TPTE2,HGNC:17299,
ENSG00000205329,OR6C3,HGNC:15437,Q9NZP0
ENSG00000132773,TOE1,HGNC:15954,Q96GM8
ENSG00000117280,RAB29,HGNC:9789,O14966
ENSG00000276490,AL583836.1,,
ENSG00000117676,RPS6KA1,HGNC:10430,Q15418
ENSG00000117280,RAB29,HGNC:9789,
ENSG00000167565,SERTAD3,HGNC:17931,Q9UJW9
ENSG00000101247,NDUFAF5,HGNC:15899,
ENSG00000115263,GCG,HGNC:4191,P01275
ENSG00000182053,TRIM49B,HGNC:42955,A6NDI0
ENSG00000167565,SERTAD3,HGNC:17931,
ENSG00000132670,PTPRA,HGNC:9664,P18433
ENSG00000132670,PTPRA,HGNC:9664,
ENSG00000214309,MBLAC1,HGNC:22180,A4D2B0
ENSG00000197532,OR6Y1,HGNC:14823,
ENSG00000108242,CYP2C18,HGNC:2620,P33260
ENSG00000040731,CDH10,HGNC:1749,Q9Y6N8
ENSG00000176293,ZNF135,HGNC:12919,P52742
ENSG00000197532,OR6Y1,HGNC:14823,Q8NGX8
ENSG00000164251,F2RL1,HGNC:3538,
ENSG00000272047,GTF2H5,HGNC:21157,Q6ZYL4
ENSG00000113263,ITK,HGNC:6171,Q08881
ENSG00000214309,MBLAC1,HGNC:22180,
ENSG00000188419,CHM,HGNC:1940,P24386
ENSG00000164251,F2RL1,HGNC:3538,P55085
ENSG00000121578,B4GALT4,HGNC:927,O60513
ENSG00000040731,CDH10,HGNC:1749,
ENSG00000214891,TRIM64C,HGNC:37148,
ENSG00000121578,B4GALT4,HGNC:927,
ENSG00000178982,EIF3K,HGNC:24656,
ENSG00000186440,OR6P1,HGNC:15036,
ENSG00000186440,OR6P1,HGNC:15036,Q8NGX9
ENSG00000171643,S100Z,HGNC:30367,Q8WXG8
ENSG00000279111,OR10X1,HGNC:14995,Q8NGY0
ENSG00000176293,ZNF135,HGNC:12919,
ENSG00000236014,VPS52,HGNC:10518,Q8N1B4
ENSG00000090013,BLVRB,HGNC:1063,
ENSG00000130396,AFDN,HGNC:7137,
ENSG00000182747,SLC35D3,HGNC:15621,Q5M8T2
ENSG00000090013,BLVRB,HGNC:1063,P30043
ENSG00000184226,PCDH9,HGNC:8661,Q9HC56
ENSG00000175073,VCPIP1,HGNC:30897,Q96JH7
ENSG00000165841,CYP2C19,HGNC:2621,P33261
ENSG00000184226,PCDH9,HGNC:8661,
ENSG00000165841,CYP2C19,HGNC:2621,
ENSG00000069122,ADGRF5,HGNC:19030,Q8IZF2
ENSG00000100150,DEPDC5,HGNC:18423,
ENSG00000125731,SH2D3A,HGNC:16885,Q9BRG2
ENSG00000167797,CDK2AP2,HGNC:30833,O75956
ENSG00000121413,ZSCAN18,HGNC:21037,
ENSG00000205362,MT1A,HGNC:7393,P04731
ENSG00000186912,P2RY4,HGNC:8542,P51582
ENSG00000162733,DDR2,HGNC:2731,
ENSG00000072163,LIMS2,HGNC:16084,
ENSG00000167447,SMG8,HGNC:25551,Q8ND04
ENSG00000167797,CDK2AP2,HGNC:30833,
ENSG00000167447,SMG8,HGNC:25551,
ENSG00000121413,ZSCAN18,HGNC:21037,Q8TBC5
ENSG00000188991,SLC15A5,HGNC:33455,A6NIM6
ENSG00000102387,TAF7L,HGNC:11548,Q5H9L4
ENSG00000125731,SH2D3A,HGNC:16885,
ENSG00000178982,EIF3K,HGNC:24656,Q9UBQ5
ENSG00000166997,CNPY4,HGNC:28631,Q8N129
ENSG00000115694,STK25,HGNC:11404,O00506
ENSG00000050165,DKK3,HGNC:2893,Q9UBP4
ENSG00000197006,METTL9,HGNC:24586,
ENSG00000265303,AC099850.2,,
ENSG00000050165,DKK3,HGNC:2893,
ENSG00000197006,METTL9,HGNC:24586,Q9H1A3
ENSG00000266524,GDF10,HGNC:4215,P55107
ENSG00000166997,CNPY4,HGNC:28631,
ENSG00000187533,PRR27,HGNC:33193,Q6MZM9
ENSG00000276583,MUC20,HGNC:23282,Q8N307
ENSG00000276583,MUC20,HGNC:23282,
ENSG00000263761,GDF2,HGNC:4217,Q9UK05
ENSG00000196605,ZNF846,HGNC:27260,
ENSG00000237052,GPSM3,HGNC:13945,
ENSG00000196605,ZNF846,HGNC:27260,Q147U1
ENSG00000004897,CDC27,HGNC:1728,P30260
ENSG00000265203,RBP3,HGNC:9921,P10745
ENSG00000100341,PNPLA5,HGNC:24888,Q7Z6Z6
ENSG00000140749,IGSF6,HGNC:5953,O95976
ENSG00000004897,CDC27,HGNC:1728,
ENSG00000187533,PRR27,HGNC:33193,
ENSG00000140749,IGSF6,HGNC:5953,
ENSG00000115694,STK25,HGNC:11404,
ENSG00000177192,PUS1,HGNC:15508,Q9Y606
ENSG00000100341,PNPLA5,HGNC:24888,
ENSG00000237052,GPSM3,HGNC:13945,Q9Y4H4
ENSG00000270024,C8orf44-SGK3,HGNC:48354,
ENSG00000122692,SMU1,HGNC:18247,Q2TAY7
ENSG00000120129,DUSP1,HGNC:3064,P28562
ENSG00000250374,TRIM75P,HGNC:32686,A6NK02
ENSG00000213865,C8orf44,HGNC:25646,Q96CB5
ENSG00000213865,C8orf44,HGNC:25646,
ENSG00000177192,PUS1,HGNC:15508,
ENSG00000068489,PRR11,HGNC:25619,Q96HE9
ENSG00000145708,CRHBP,HGNC:2356,P24387
ENSG00000068489,PRR11,HGNC:25619,
ENSG00000145708,CRHBP,HGNC:2356,
ENSG00000229381,TRIM10,HGNC:10072,Q9UDY6
ENSG00000104093,DMXL2,HGNC:2938,Q8TDJ6
ENSG00000100577,GSTZ1,HGNC:4643,
ENSG00000132855,ANGPTL3,HGNC:491,Q9Y5C1
ENSG00000238196,NOTCH4,HGNC:7884,Q99466
ENSG00000087077,TRIP6,HGNC:12311,Q15654
ENSG00000104093,DMXL2,HGNC:2938,
ENSG00000236014,VPS52,HGNC:10518,
ENSG00000168229,PTGDR,HGNC:9591,Q13258
ENSG00000109184,DCUN1D4,HGNC:28998,Q92564
ENSG00000136928,GABBR2,HGNC:4507,O75899
ENSG00000167771,RCOR2,HGNC:27455,Q8IZ40
ENSG00000162571,TTLL10,HGNC:26693,Q6ZVT0
ENSG00000078098,FAP,HGNC:3590,
ENSG00000238130,LTA,HGNC:6709,
