ENSG00000198888,ENSP00000354687,P03886
ENSG00000198763,ENSP00000355046,P03891
ENSG00000198804,ENSP00000354499,P00395
ENSG00000198712,ENSP00000354876,P00403
ENSG00000228253,ENSP00000355265,P03928
ENSG00000198899,ENSP00000354632,P00846
ENSG00000198938,ENSP00000354982,P00414
ENSG00000198840,ENSP00000355206,P03897
ENSG00000212907,ENSP00000354728,P03901
ENSG00000198886,ENSP00000354961,P03905
ENSG00000198786,ENSP00000354813,P03915
ENSG00000198695,ENSP00000354665,P03923
ENSG00000198727,ENSP00000354554,P00156
ENSG00000256892,ENSP00000439985,P0CJ74
ENSG00000039523,ENSP00000455239,
ENSG00000136381,ENSP00000453172,
ENSG00000168778,ENSP00000437644,
ENSG00000272398,ENSP00000483985,
ENSG00000198354,ENSP00000353128,Q5VW00
ENSG00000175189,ENSP00000308716,P55103
ENSG00000272398,ENSP00000479895,
ENSG00000176269,ENSP00000318878,O95013
ENSG00000272398,ENSP00000478302,
ENSG00000161904,ENSP00000423715,
ENSG00000272398,ENSP00000478460,
ENSG00000005073,ENSP00000448962,
ENSG00000272398,ENSP00000481841,
ENSG00000272398,ENSP00000483838,
ENSG00000136999,ENSP00000259526,P48745
ENSG00000005073,ENSP00000006015,P31270
ENSG00000136381,ENSP00000453532,
ENSG00000272398,ENSP00000475625,
ENSG00000197992,ENSP00000348074,Q6UXN8
ENSG00000171033,ENSP00000379696,P61925
ENSG00000171033,ENSP00000336552,P61925
ENSG00000171033,ENSP00000430887,P61925
ENSG00000162882,ENSP00000294973,P46952
ENSG00000261427,ENSP00000459737,
ENSG00000261427,ENSP00000459792,
ENSG00000160194,ENSP00000346196,P56181
ENSG00000180730,ENSP00000313079,Q6UWI4
ENSG00000196620,ENSP00000341045,P54855
ENSG00000157214,ENSP00000401783,
ENSG00000162882,ENSP00000412601,
ENSG00000174292,ENSP00000458834,Q13470
ENSG00000160194,ENSP00000342895,P56181
ENSG00000136244,ENSP00000385675,P05231
ENSG00000103528,ENSP00000456790,
ENSG00000161179,ENSP00000292778,A8MPS7
ENSG00000161904,ENSP00000293760,Q8NC56
ENSG00000103528,ENSP00000454335,
ENSG00000136244,ENSP00000405150,
ENSG00000174292,ENSP00000459799,Q13470
ENSG00000136244,ENSP00000385718,
ENSG00000111676,ENSP00000349076,P54259
ENSG00000039523,ENSP00000457739,
ENSG00000161179,ENSP00000402481,A8MPS7
ENSG00000136244,ENSP00000385043,
ENSG00000134291,ENSP00000447622,
ENSG00000174292,ENSP00000475164,
ENSG00000111676,ENSP00000379915,P54259
ENSG00000267281,ENSP00000466174,
ENSG00000136244,ENSP00000384928,
ENSG00000136244,ENSP00000385227,
ENSG00000161179,ENSP00000381847,A8MPS7
ENSG00000136244,ENSP00000258743,P05231
ENSG00000174292,ENSP00000466590,
ENSG00000184661,ENSP00000328228,Q69YH5
ENSG00000174292,ENSP00000460146,
ENSG00000131584,ENSP00000346733,Q96P50
ENSG00000168778,ENSP00000395171,Q96GX1
ENSG00000137204,ENSP00000416052,
ENSG00000149541,ENSP00000265471,O94766
ENSG00000111678,ENSP00000440602,Q99622
ENSG00000106571,ENSP00000379258,P10071
ENSG00000111678,ENSP00000475422,
ENSG00000188257,ENSP00000364252,P14555
ENSG00000149541,ENSP00000431359,
ENSG00000168778,ENSP00000304941,Q96GX1
ENSG00000131386,ENSP00000344260,Q8N3T1
ENSG00000184661,ENSP00000370040,
ENSG00000009954,ENSP00000342434,Q9UIG0
ENSG00000131386,ENSP00000395873,
ENSG00000266338,ENSP00000481835,Q8N660
ENSG00000009954,ENSP00000385442,Q9UIG0
ENSG00000149541,ENSP00000432604,
ENSG00000106571,ENSP00000406135,
ENSG00000149541,ENSP00000432474,O94766
ENSG00000198105,ENSP00000477940,
ENSG00000131386,ENSP00000389079,
ENSG00000111678,ENSP00000440937,
ENSG00000106571,ENSP00000407963,
ENSG00000198105,ENSP00000473904,
ENSG00000149541,ENSP00000432854,
ENSG00000160233,ENSP00000291592,Q9BY71
ENSG00000188257,ENSP00000383364,P14555
ENSG00000111678,ENSP00000229281,Q99622
ENSG00000137204,ENSP00000411818,
ENSG00000131386,ENSP00000480229,
ENSG00000111678,ENSP00000475635,
ENSG00000100425,ENSP00000388027,
ENSG00000137204,ENSP00000434707,
ENSG00000120659,ENSP00000351347,O14788
ENSG00000106031,ENSP00000222753,P31271
ENSG00000079332,ENSP00000362339,Q9NR31
ENSG00000169807,ENSP00000303300,O14603
ENSG00000278522,ENSP00000485523,
ENSG00000161904,ENSP00000398733,
ENSG00000169807,ENSP00000474545,O14603
ENSG00000198105,ENSP00000379208,Q8NDW4
ENSG00000266338,ENSP00000463178,Q8N660
ENSG00000266338,ENSP00000462600,Q8N660
ENSG00000072657,ENSP00000261180,Q9UKU6
ENSG00000137101,ENSP00000379980,P21854
ENSG00000198105,ENSP00000363778,Q8NDW4
ENSG00000120659,ENSP00000381775,O14788
ENSG00000161904,ENSP00000421704,Q8NC56
ENSG00000262481,ENSP00000466104,
ENSG00000072657,ENSP00000447822,
ENSG00000198105,ENSP00000379214,
ENSG00000198105,ENSP00000379215,
ENSG00000101337,ENSP00000381104,Q92544
ENSG00000079332,ENSP00000362335,Q9NR31
ENSG00000120659,ENSP00000384042,O14788
ENSG00000161904,ENSP00000421112,
ENSG00000198105,ENSP00000349882,Q8NDW4
ENSG00000262481,ENSP00000466960,
ENSG00000079332,ENSP00000362338,Q9NR31
ENSG00000091986,ENSP00000206423,Q76M96
ENSG00000262481,ENSP00000468730,
ENSG00000198105,ENSP00000484191,Q8NDW4
ENSG00000262481,ENSP00000468219,
ENSG00000079332,ENSP00000398165,
ENSG00000278522,ENSP00000483103,Q6S5H4
ENSG00000278522,ENSP00000483103,A0JP26
ENSG00000139151,ENSP00000438679,
ENSG00000161904,ENSP00000408524,
ENSG00000091986,ENSP00000411814,Q76M96
ENSG00000120659,ENSP00000444913,O14788
ENSG00000185313,ENSP00000390600,Q9Y5Y9
ENSG00000079332,ENSP00000362333,
ENSG00000161904,ENSP00000423619,
ENSG00000278522,ENSP00000483189,
ENSG00000120659,ENSP00000239849,O14788
ENSG00000157214,ENSP00000287908,Q8NFT2
ENSG00000079332,ENSP00000362336,
ENSG00000273529,ENSP00000482150,Q5TA89
ENSG00000134339,ENSP00000416716,P0DJI9
ENSG00000161904,ENSP00000478539,Q8NC56
ENSG00000101337,ENSP00000413382,
ENSG00000134339,ENSP00000432370,
ENSG00000134339,ENSP00000435659,
ENSG00000186136,ENSP00000334050,Q7RTR8
ENSG00000136381,ENSP00000258886,
ENSG00000205544,ENSP00000301939,Q8N2U0
ENSG00000079332,ENSP00000399698,Q9NR31
ENSG00000101337,ENSP00000390314,
ENSG00000101337,ENSP00000217315,
ENSG00000134339,ENSP00000256733,P0DJI9
ENSG00000278216,ENSP00000479283,Q6UWM9
ENSG00000205544,ENSP00000468314,
ENSG00000101337,ENSP00000404755,
ENSG00000161180,ENSP00000476296,Q8IYX3
ENSG00000137101,ENSP00000367688,
ENSG00000161180,ENSP00000401637,
ENSG00000157214,ENSP00000378123,Q8NFT2
ENSG00000134339,ENSP00000437162,P0DJI9
ENSG00000136381,ENSP00000453058,
ENSG00000198015,ENSP00000449884,Q9Y6G3
ENSG00000198889,ENSP00000360167,Q5VU92
ENSG00000278216,ENSP00000487009,
ENSG00000117118,ENSP00000364649,P21912
ENSG00000180353,ENSP00000320176,P14317
ENSG00000136381,ENSP00000452938,P48200
ENSG00000100425,ENSP00000216267,O95696
