"TCGA-A6-3807-01A"	"TCGA-A6-3808-01A"	"TCGA-A6-3810-01A"	"TCGA-AA-3518-01A"	"TCGA-AA-3525-01A"	"TCGA-AA-3526-01A"	"TCGA-AA-3529-01A"	"TCGA-AA-3531-01A"	"TCGA-AA-3534-01A"	"TCGA-AA-3552-01A"	"TCGA-AA-3554-01A"	"TCGA-AA-3561-01A"	"TCGA-AA-3664-01A"	"TCGA-AA-3666-01A"	"TCGA-AA-3672-01A"	"TCGA-AA-3684-01A"	"TCGA-AA-3710-01A"	"TCGA-AA-3715-01A"	"TCGA-AA-3818-01A"	"TCGA-AA-3848-01A"	"TCGA-AA-3864-01A"	"TCGA-AA-3986-01A"	"TCGA-AA-3989-01A"	"TCGA-AA-A004-01A"	"TCGA-AA-A00A-01A"	"TCGA-AA-A00E-01A"	"TCGA-AA-A00F-01A"	"TCGA-AA-A00J-01A"	"TCGA-AA-A00K-01A"	"TCGA-AA-A00N-01A"	"TCGA-AA-A00O-01A"	"TCGA-AA-A00R-01A"	"TCGA-AA-A00U-01A"	"TCGA-AA-A010-01A"	"TCGA-AA-A017-01A"	"TCGA-AA-A01C-01A"	"TCGA-AA-A01D-01A"	"TCGA-AA-A01F-01A"	"TCGA-AA-A01I-01A"	"TCGA-AA-A01K-01A"	"TCGA-AA-A01P-01A"	"TCGA-AA-A01R-01A"	"TCGA-AA-A01S-01A"	"TCGA-AA-A01T-01A"	"TCGA-AA-A01V-01A"	"TCGA-AA-A01X-01A"	"TCGA-AA-A01Z-01A"	"TCGA-AA-A022-01A"	"TCGA-AA-A024-01A"	"TCGA-AA-A029-01A"	"TCGA-AA-A02E-01A"	"TCGA-AA-A02H-01A"	"TCGA-AA-A02J-01A"	"TCGA-AA-A02O-01A"	"TCGA-AA-A02R-01A"	"TCGA-AA-A02Y-01A"	"TCGA-AA-A03F-01A"	"TCGA-AA-A03J-01A"
"ENSG00000121410"	5.14526280086583	17.4344242906404	14.0623928301469	20.0911294299145	4.76980902912781	8.26744975750091	4.18886408508714	7.03482230414103	16.0783285292045	6.60582098015967	5.21080445020299	9.99491472683083	7.760914871691	2.35824527483586	5.7098570118341	13.2265504228367	2.20598694252997	14.7735847282975	8.89031645653154	3.77525130130712	5.54618943720713	17.609101941375	3.47752180653634	15.8447674213601	6.60170804025059	9.54512952052718	8.46763836569738	12.539673661607	12.6148790905734	61.6232711966212	9.3788018858024	16.147578377097	9.47645333618931	20.9309327517221	7.883165795642	7.3389587718459	23.203779095144	4.95227005682016	3.70171720395165	5.04053128677064	7.87955906852436	9.38095784656435	8.37806699582717	7.11389303364463	7.7801583643579	3.80727971017784	15.1034057838318	16.3378736402549	14.537739513138	7.70764009129511	10.34547943886	14.9539613940038	5.0885514468644	9.70405782133726	21.0130283679497	8.98530614166503	4.03301346541173	4.40245690432849
"ENSG00000148584"	0	0	0	0	0	1.03343121968761	0	5.02487307438645	0	0	0	3.99796589073233	0	1.57216351655724	0	0	0	0	0	0.755050260261425	0	1.03582952596324	0.869380451634086	0.833935127440008	0	0	0	0	0	0	0	0	0.789704444682442	0.951406034169184	0	0.73389587718459	0	3.71420254261512	0	0	0	0	2.79268899860906	3.04881130013341	0	0	0	0	0	0.700694553754101	1.88099626161091	0	3.8164135851483	0	0	0	0.806602693082345	3.52196552346279
"ENSG00000175899"	125.201394821068	267.856155010748	63.8216289983589	146.117304944833	90.6263715534283	72.340185378133	53.6174602891154	60.2984768926374	116.258683211171	73.6077194932078	77.1199058630043	72.9628775058651	57.2367471787211	57.3839683543392	52.3403559418125	71.8012737239707	66.179608275899	160.867922597018	79.0250351691693	84.5656291492796	60.2157710325345	94.2604868626546	29.5589353555589	78.3899019793607	56.5860689164337	81.5007212906552	49.8649814868846	86.7327428261153	140.340529882629	219.104964254653	62.0443817060774	78.1882742469961	56.8587200171359	83.7237310068882	48.6128557397923	53.5743990344751	137.437768486622	79.2363209091226	43.4951771464319	50.4053128677064	65.2877751392019	28.9246200269068	67.0245359666173	90.4480685706246	66.1313460970422	41.8800768119562	44.0516002028429	67.0712707336781	190.10890132565	90.3895974342791	21.6314570085255	51.2707247794415	86.5053745966948	48.5202891066863	118.437068982989	76.3751022041528	41.943340040282	29.056215568568
"ENSG00000094914"	1.71508760028861	0	1.08172252539591	1.82646631181041	1.5899363430426	3.10029365906284	1.67554563403485	6.02984768926374	0	5.66213226870829	2.0843217800812	5.9969488360985	3.8804574358455	1.57216351655724	2.85492850591705	0	2.94131592337329	1.64150941425528	2.96343881884385	0.755050260261425	3.96156388371938	0	1.73876090326817	0	4.71550574303614	0.734240732348245	3.76339482919883	4.17989122053568	0	0	0.721446298907877	0.849872546163001	3.15881777872977	0	1.9707914489105	0	0	3.71420254261512	0.925429300987912	0	0	4.69047892328218	3.72358533147874	4.06508173351122	1.94503959108948	4.7590996377223	1.25861714865265	3.43955234531682	1.11828765485677	1.4013891075082	0.940498130805457	1.0681400995717	1.2721378617161	1.76437414933405	0	1.49755102361084	1.61320538616469	4.40245690432849
"ENSG00000081760"	1.71508760028861	0	0	0.913233155905206	0	0	0.837772817017427	0	0	2.83106613435415	1.0421608900406	0.999491472683083	4.85057179480687	2.35824527483586	2.85492850591705	0	2.20598694252997	0	0	0.755050260261425	3.1692511069755	0	0.869380451634086	1.66787025488002	0.943101148607228	2.93696292939298	1.88169741459942	3.13491841540176	0	0	2.16433889672363	0	1.57940888936488	0	2.62772193188067	0	0	0	0.925429300987912	2.01621251470826	0	1.56349297442739	0.930896332869685	1.0162704333778	1.94503959108948	5.71091956526675	0	0	1.11828765485677	2.1020836612623	0	0	2.5442757234322	7.05749659733619	0	5.24142858263794	0.806602693082345	0
"ENSG00000103591"	0	0	1.08172252539591	0.913233155905206	0	1.03343121968761	0	1.00497461487729	0	0.943688711451382	1.0421608900406	0.999491472683083	0	0	0	0	0.735328980843322	0	0	0	0.792312776743876	0	0	0	0.943101148607228	1.46848146469649	0	0	0	0	0.721446298907877	0	0.789704444682442	0.951406034169184	0.656930482970166	0	0	1.23806751420504	0.925429300987912	0	0	1.56349297442739	0	1.0162704333778	0	0	1.25861714865265	0	0	0.700694553754101	0	0	0	1.76437414933405	0	0.748775511805419	0	0.880491380865698
"ENSG00000115977"	0.857543800144305	1.58494766278549	1.08172252539591	0	1.5899363430426	2.06686243937523	0.837772817017427	3.01492384463187	0	0	1.0421608900406	0	0.970114358961374	0	0	0	0	1.64150941425528	0	0.755050260261425	0.792312776743876	0	0.869380451634086	0.833935127440008	0	0.734240732348245	0	1.04497280513392	1.57685988632167	0	1.44289259781575	0	0	0	0	0	0	1.23806751420504	0.925429300987912	1.00810625735413	1.12565129550348	0	0	2.03254086675561	0.972519795544738	4.7590996377223	0	0	0	1.4013891075082	1.88099626161091	0	0	0.882187074667024	0	0.748775511805419	0	0
"ENSG00000087884"	0.857543800144305	0	0	0	0	1.03343121968761	0.837772817017427	2.00994922975458	0	0.943688711451382	0	2.99847441804925	0.970114358961374	0	0	0	0.735328980843322	0	0.987812939614616	0.755050260261425	0.792312776743876	0	0	0	0.943101148607228	0	0	4.17989122053568	3.15371977264334	0	0.721446298907877	0.849872546163001	0.789704444682442	0	0.656930482970166	0	1.78490608424184	0	0	0	0	1.56349297442739	0	1.0162704333778	0	3.80727971017784	0	0	1.11828765485677	0	0	1.0681400995717	0	0.882187074667024	0.955137653088623	2.24632653541626	0	1.7609827617314
"ENSG00000127837"	0.857543800144305	0	0	0	0	0	0	0	0	0.943688711451382	0	0	0	0	0.951642835305683	0	2.20598694252997	0	0	0	3.1692511069755	0	0	0	0	0.734240732348245	0	1.04497280513392	1.57685988632167	0	0	0.849872546163001	1.57940888936488	0	0	0	0	1.23806751420504	0	0	1.12565129550348	3.90873243606848	1.86179266573937	0	0	0	0	0.859888086329206	0	1.4013891075082	0	0	0	0	0	0	0.806602693082345	0.880491380865698
"ENSG00000131043"	0	0	0	0	0	0	0	0	0	0.943688711451382	0	1.99898294536617	0	0.786081758278619	0	0	0	0	0	0	0	0	0	0	0	0.734240732348245	0	0	0	0	0	0	0	0	0	0.73389587718459	0	0	0	0	0	0	0	0	0.972519795544738	0	0	0	0	0	0	0	0	0.882187074667024	0	0.748775511805419	0	0.880491380865698
"ENSG00000205002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57685988632167	0	0	0	0	0	0	0	0	1.23806751420504	0	0	0	0	0	0	0	0	2.51723429730531	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000090861"	18.0084198030304	33.2839009184953	25.9613406095019	23.7440620535354	31.798726860852	24.8023492725027	28.4842757785925	31.154213061196	25.9726845471765	19.817462940479	26.054022251015	30.9842356531756	37.8344599994936	33.015433847702	26.6459993885591	24.563593642411	30.1484882145762	6.56603765702113	21.7318846715215	29.4469601501956	22.9770705255724	24.8599086231177	24.3426526457544	20.8483781860002	17.9189218235373	28.6353885615815	22.580368975193	24.0343745180801	29.9603378401118	22.2528479321132	22.3648352661442	29.745539115705	16.5837933383313	20.9309327517221	20.3648449720752	21.2829804383531	24.9886851793858	17.3329451988706	28.6883083306253	24.1945501764991	29.2669336830905	22.6706481291972	23.2724083217421	18.2928678008005	24.3129948886184	19.0363985508892	12.5861714865265	18.9175378992425	14.537739513138	27.3270875964099	25.3934495317473	18.1583816927189	25.442757234322	25.5834251653437	17.1924777555952	36.6900000784656	20.1650673270586	25.5342500451053
"ENSG00000124608"	1.71508760028861	0	2.16344505079183	0.913233155905206	0	3.10029365906284	1.67554563403485	4.01989845950916	0	3.77475484580553	2.0843217800812	8.99542325414775	0	6.28865406622895	0.951642835305683	0.944753601631193	0	0	1.97562587922923	3.0202010410457	0.792312776743876	2.07165905192647	3.47752180653634	8.33935127440008	1.88620229721446	0	1.88169741459942	6.26983683080352	3.15371977264334	0	10.1002481847103	1.699745092326	3.15881777872977	0	1.31386096594033	0.73389587718459	0	3.71420254261512	2.77628790296374	1.00810625735413	3.37695388651044	2.34523946164109	2.79268899860906	5.08135216688902	0.972519795544738	2.85545978263338	6.29308574326327	1.71977617265841	2.23657530971354	1.4013891075082	5.64298878483274	3.20442029871509	2.5442757234322	3.52874829866809	0.955137653088623	2.99510204722168	0	4.40245690432849
"ENSG00000266967"	0	0	0	0.913233155905206	0	0	0	1.00497461487729	0	0	0	0	0	0	0	0	0.735328980843322	0	0.987812939614616	0.755050260261425	0	0	0	0	0	0	0	0	1.57685988632167	0	0	0	0.789704444682442	0	0	0	0	0	0	0	1.12565129550348	0.781746487213696	0	0	0	0.951819927544459	1.25861714865265	0	0	0	0	0	1.2721378617161	0	0	0	0	0
"ENSG00000149313"	0	0	0	0.913233155905206	0	0	0.837772817017427	0	1.2367945022465	0.943688711451382	1.0421608900406	1.99898294536617	0	0.786081758278619	1.90328567061137	0.944753601631193	2.94131592337329	4.92452824276584	0.987812939614616	0.755050260261425	1.58462555348775	0	2.60814135490226	0.833935127440008	0.943101148607228	0.734240732348245	0.940848707299709	0	0	0	1.44289259781575	0	2.36911333404733	0	0.656930482970166	0.73389587718459	1.78490608424184	0	0.925429300987912	2.01621251470826	2.25130259100696	1.56349297442739	1.86179266573937	1.0162704333778	0.972519795544738	1.90363985508892	0	0	0	0.700694553754101	1.88099626161091	1.0681400995717	1.2721378617161	2.64656122400107	2.86541295926587	1.49755102361084	1.61320538616469	0.880491380865698
"ENSG00000275700"	0	0	2.16344505079183	1.82646631181041	3.1798726860852	1.03343121968761	1.67554563403485	1.00497461487729	1.2367945022465	1.88737742290276	1.0421608900406	1.99898294536617	0	0.786081758278619	0.951642835305683	1.88950720326239	0.735328980843322	0	0	3.0202010410457	1.58462555348775	0	3.47752180653634	0.833935127440008	1.88620229721446	1.46848146469649	0.940848707299709	2.08994561026784	0	0	1.44289259781575	0	1.57940888936488	0	1.9707914489105	1.46779175436918	1.78490608424184	2.47613502841008	1.85085860197582	1.00810625735413	0	1.56349297442739	2.79268899860906	1.0162704333778	1.94503959108948	1.90363985508892	0	1.71977617265841	0	1.4013891075082	0.940498130805457	3.20442029871509	5.0885514468644	3.52874829866809	0.955137653088623	1.49755102361084	0.806602693082345	1.7609827617314
"ENSG00000183044"	0	0	6.49033515237548	0	1.5899363430426	1.03343121968761	1.67554563403485	6.02984768926374	2.473589004493	0	0	3.99796589073233	0	0	0	2.83426080489358	0.735328980843322	1.64150941425528	0.987812939614616	0	0.792312776743876	1.03582952596324	5.21628270980452	0.833935127440008	0.943101148607228	0	1.88169741459942	2.08994561026784	0	0	37.5152075432096	0	0.789704444682442	1.90281206833837	2.62772193188067	2.93558350873836	0	1.23806751420504	1.85085860197582	2.01621251470826	0	0	0	5.08135216688902	5.83511877326843	13.3254789856224	0	1.71977617265841	4.47315061942707	0	3.76199252322183	20.2946618918623	0	0	0.955137653088623	2.99510204722168	0.806602693082345	7.92442242779129
"ENSG00000085563"	0	0	0	0	0	0	0	3.01492384463187	1.2367945022465	0.943688711451382	0	0	0	0	0	1.88950720326239	0	0	0.987812939614616	0	0	2.07165905192647	0	1.66787025488002	0.943101148607228	0	0.940848707299709	0	3.15371977264334	3.42351506647896	0	0	0	0.951406034169184	0	0.73389587718459	0	0	0.925429300987912	0	0	0	0	3.04881130013341	2.91755938663421	0.951819927544459	0	0	0	3.50347276877051	0.940498130805457	0	0	0.882187074667024	0	0.748775511805419	0.806602693082345	3.52196552346279
"ENSG00000135776"	0.857543800144305	0	1.08172252539591	0.913233155905206	0	0	0.837772817017427	2.00994922975458	0	0	0	0	1.94022871792275	3.14432703311448	0	0	0	0	0	0.755050260261425	0	0	0	0	1.88620229721446	0	0	3.13491841540176	0	0	3.60723149453939	0.849872546163001	0	0	0	0	0	3.71420254261512	0.925429300987912	0	0	0	0	1.0162704333778	0	7.61455942035567	2.51723429730531	0	0	0.700694553754101	0.940498130805457	2.1362801991434	0	0.882187074667024	0	2.24632653541626	0	0
"ENSG00000115657"	0.857543800144305	0	0	0.913233155905206	1.5899363430426	1.03343121968761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58462555348775	0	0	0	0	2.20272219704473	0.940848707299709	0	0	0	0	0	0	0	0	0	1.78490608424184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
