"TCGA-A6-3807-01A"	"TCGA-A6-3808-01A"	"TCGA-A6-3810-01A"	"TCGA-AA-3518-01A"	"TCGA-AA-3525-01A"	"TCGA-AA-3526-01A"	"TCGA-AA-3529-01A"	"TCGA-AA-3531-01A"	"TCGA-AA-3534-01A"	"TCGA-AA-3552-01A"	"TCGA-AA-3554-01A"	"TCGA-AA-3561-01A"	"TCGA-AA-3664-01A"	"TCGA-AA-3666-01A"	"TCGA-AA-3672-01A"	"TCGA-AA-3684-01A"	"TCGA-AA-3710-01A"	"TCGA-AA-3715-01A"	"TCGA-AA-3818-01A"	"TCGA-AA-3848-01A"	"TCGA-AA-3864-01A"	"TCGA-AA-3986-01A"	"TCGA-AA-3989-01A"	"TCGA-AA-A004-01A"	"TCGA-AA-A00A-01A"	"TCGA-AA-A00E-01A"	"TCGA-AA-A00F-01A"	"TCGA-AA-A00J-01A"	"TCGA-AA-A00K-01A"	"TCGA-AA-A00N-01A"	"TCGA-AA-A00O-01A"	"TCGA-AA-A00R-01A"	"TCGA-AA-A00U-01A"	"TCGA-AA-A010-01A"	"TCGA-AA-A017-01A"	"TCGA-AA-A01C-01A"	"TCGA-AA-A01D-01A"	"TCGA-AA-A01F-01A"	"TCGA-AA-A01I-01A"	"TCGA-AA-A01K-01A"	"TCGA-AA-A01P-01A"	"TCGA-AA-A01R-01A"	"TCGA-AA-A01S-01A"	"TCGA-AA-A01T-01A"	"TCGA-AA-A01V-01A"	"TCGA-AA-A01X-01A"	"TCGA-AA-A01Z-01A"	"TCGA-AA-A022-01A"	"TCGA-AA-A024-01A"	"TCGA-AA-A029-01A"	"TCGA-AA-A02E-01A"	"TCGA-AA-A02H-01A"	"TCGA-AA-A02J-01A"	"TCGA-AA-A02O-01A"	"TCGA-AA-A02R-01A"	"TCGA-AA-A02Y-01A"	"TCGA-AA-A03F-01A"	"TCGA-AA-A03J-01A"
"ENSG00000131269"	2.57263140043291	0	3.24516757618774	0.913233155905206	0	2.06686243937523	0.837772817017427	8.03979691901833	2.473589004493	2.83106613435415	2.0843217800812	1.99898294536617	1.94022871792275	3.93040879139309	0.951642835305683	2.83426080489358	0.735328980843322	0	0	6.79545234235282	0	1.03582952596324	1.73876090326817	2.50180538232002	2.82930344582168	0.734240732348245	2.82254612189913	3.13491841540176	1.57685988632167	0	5.05012409235514	0.849872546163001	0.789704444682442	0	2.62772193188067	2.20168763155377	0	6.1903375710252	9.25429300987912	0	0	0.781746487213696	3.72358533147874	5.08135216688902	1.94503959108948	9.51819927544459	7.55170289191592	4.29944043164603	1.11828765485677	0	2.82149439241637	3.20442029871509	1.2721378617161	3.52874829866809	0	6.73897960624877	2.41980807924704	2.6414741425971
"ENSG00000197150"	0	0	0	0	0	0	0	0	0	0	0	0	0.970114358961374	0	0	0	0	0	0	0.755050260261425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71420254261512	0.925429300987912	0	0	0	0.930896332869685	0	0	0.951819927544459	1.25861714865265	0	0	0	0	0	0	0	0	0.748775511805419	0	0
"ENSG00000103222"	0	1.58494766278549	0	0.913233155905206	1.5899363430426	0	0.837772817017427	1.00497461487729	0	0	0	0	0.970114358961374	0.786081758278619	0	0	0	0	0.987812939614616	1.51010052052285	0.792312776743876	2.07165905192647	0.869380451634086	0	0.943101148607228	0.734240732348245	0	0	1.57685988632167	1.71175753323948	0	0	1.57940888936488	0	0.656930482970166	0.73389587718459	0	0	0	0	1.12565129550348	0	0.930896332869685	1.0162704333778	0	0.951819927544459	0	0.859888086329206	1.11828765485677	0.700694553754101	0.940498130805457	0	0	0.882187074667024	0	0.748775511805419	0	0
"ENSG00000124574"	0	0	0	0	0	0	0	2.00994922975458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869380451634086	0	0	0	0	0	0	0	0	0	0	0	0	0.73389587718459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000108846"	5.14526280086583	0	0	0	1.5899363430426	2.06686243937523	0	0	4.947178008986	1.88737742290276	2.0843217800812	0	0.970114358961374	0.786081758278619	0	9.44753601631193	2.94131592337329	0	0	1.51010052052285	1.58462555348775	0	0	3.33574050976003	2.82930344582168	3.67120366174122	2.82254612189913	0	1.57685988632167	0	0	0	0.789704444682442	6.65984223918429	0	4.40337526310754	0	0	3.70171720395165	1.00810625735413	5.6282564775174	0.781746487213696	5.58537799721811	8.13016346702244	0.972519795544738	0.951819927544459	8.81032004056858	2.57966425898762	7.82801358399737	0.700694553754101	0	1.0681400995717	0	1.76437414933405	0.955137653088623	2.24632653541626	0.806602693082345	0
"ENSG00000125257"	0	0	0	0	0	0	0	1.00497461487729	0	0	0	0.999491472683083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734240732348245	0	0	1.57685988632167	0	0	0	0	0	0	0	0	0	0	1.00810625735413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748775511805419	0	0
"ENSG00000101986"	0.857543800144305	0	1.08172252539591	0.913233155905206	3.1798726860852	0	0	2.00994922975458	0	3.77475484580553	0	0.999491472683083	1.94022871792275	0	0	0.944753601631193	0	0	0	1.51010052052285	0	0	0	0	0	1.46848146469649	0.940848707299709	1.04497280513392	3.15371977264334	0	2.16433889672363	1.699745092326	0	0	0	0.73389587718459	1.78490608424184	0	0	0	2.25130259100696	0	0	1.0162704333778	0	2.85545978263338	0	0	1.11828765485677	0.700694553754101	0.940498130805457	1.0681400995717	0	0	0.955137653088623	1.49755102361084	0	1.7609827617314
"ENSG00000117528"	8.57543800144304	3.16989532557098	3.24516757618774	4.56616577952603	7.94968171521301	7.2340185378133	9.2155009871917	9.04477153389561	4.947178008986	11.3242645374166	7.29512623028419	5.9969488360985	4.85057179480687	11.7912263741793	7.61314268244546	4.72376800815596	2.94131592337329	1.64150941425528	1.97562587922923	7.55050260261425	6.33850221395101	6.21497715577942	7.82442406470677	5.00361076464005	3.77240459442891	7.34240732348245	2.82254612189913	7.31480963593744	6.30743954528669	0	10.8216944836182	0.849872546163001	7.89704444682443	5.70843620501511	5.9123743467315	5.13727114029213	1.78490608424184	4.95227005682016	6.47800510691539	4.03242502941651	4.50260518201392	6.25397189770957	9.30896332869685	6.09762260026683	7.7801583643579	6.66273949281121	5.03446859461062	8.59888086329206	7.82801358399737	9.80972375255742	5.64298878483274	2.1362801991434	5.0885514468644	7.93968367200321	2.86541295926587	10.4828571652759	4.03301346541173	9.68540518952268
"ENSG00000164163"	18.0084198030304	17.4344242906404	7.57205767777139	14.6117304944833	17.4892997734686	11.3677434165638	17.593229157366	15.0746192231594	11.1311505202185	15.0990193832221	14.5902524605684	22.9883038717109	18.4321728202661	10.219062857622	15.2262853648909	11.3370432195743	12.5005926743365	8.20754707127641	16.7928199734485	17.3661559860128	17.4308810883653	12.4299543115588	15.6488481294135	12.5090269116001	13.2034160805012	19.8244997734026	15.994428024095	9.40475524620527	15.7685988632167	13.6940602659158	11.543140782526	12.748088192445	23.6911333404733	7.61124827335347	18.3940535231647	11.7423340349534	14.2792486739347	14.8568101704605	14.8068688158066	13.1053813456037	9.00521036402784	12.5079437954191	12.1016523273059	10.162704333778	11.6702375465369	13.3254789856224	11.3275543378739	6.01921660430444	11.1828765485677	15.4152801825902	11.2859775696655	14.9539613940038	21.6263436491737	12.3506190453383	11.4616518370635	12.7291837006921	17.7452592478116	15.8488448555826
"ENSG00000225989"	3.43017520057722	6.33979065114197	4.32689010158365	4.56616577952603	6.35974537217041	9.30088097718853	5.02663690210456	9.04477153389561	6.1839725112325	12.267953248868	7.29512623028419	1.99898294536617	9.70114358961374	5.50257230795033	2.85492850591705	3.77901440652477	5.88263184674658	4.92452824276584	4.93906469807308	9.0606031231371	8.71544054418263	4.14331810385295	14.7794676777795	2.50180538232002	4.71550574303614	8.81088878817894	5.64509224379825	4.17989122053568	1.57685988632167	1.71175753323948	2.16433889672363	3.399490184652	9.47645333618931	4.75703017084592	5.9123743467315	5.87116701747672	5.35471825272553	7.42840508523024	8.32886370889121	4.03242502941651	2.25130259100696	8.59921135935066	11.1707559944362	5.08135216688902	4.86259897772369	3.80727971017784	2.51723429730531	5.15932851797524	4.47315061942707	4.90486187627871	10.34547943886	6.40884059743019	10.1771028937288	6.17530952266917	2.86541295926587	5.24142858263794	3.22641077232938	9.68540518952268
"ENSG00000033050"	1.71508760028861	0	1.08172252539591	0	0	4.13372487875046	0.837772817017427	2.00994922975458	0	1.88737742290276	2.0843217800812	0	3.8804574358455	1.57216351655724	0	0.944753601631193	0	0	0.987812939614616	0.755050260261425	4.75387666046325	0	0.869380451634086	0	1.88620229721446	2.93696292939298	0	1.04497280513392	0	0	0	0.849872546163001	5.5279311127771	0	2.62772193188067	1.46779175436918	0	1.23806751420504	0.925429300987912	1.00810625735413	0	1.56349297442739	3.72358533147874	4.06508173351122	0.972519795544738	0.951819927544459	0	1.71977617265841	0	2.8027782150164	2.82149439241637	0	1.2721378617161	6.17530952266917	0	2.99510204722168	0	0.880491380865698
"ENSG00000161204"	1.71508760028861	1.58494766278549	1.08172252539591	3.65293262362082	4.76980902912781	2.06686243937523	1.67554563403485	5.02487307438645	0	3.77475484580553	3.12648267012179	2.99847441804925	3.8804574358455	2.35824527483586	0.951642835305683	0.944753601631193	1.47065796168664	1.64150941425528	0.987812939614616	1.51010052052285	1.58462555348775	2.07165905192647	1.73876090326817	2.50180538232002	1.88620229721446	2.93696292939298	0.940848707299709	2.08994561026784	1.57685988632167	1.71175753323948	1.44289259781575	0.849872546163001	2.36911333404733	0.951406034169184	3.28465241485083	1.46779175436918	0	2.47613502841008	0.925429300987912	2.01621251470826	1.12565129550348	1.56349297442739	3.72358533147874	5.08135216688902	1.94503959108948	2.85545978263338	3.77585144595796	3.43955234531682	2.23657530971354	2.1020836612623	2.82149439241637	2.1362801991434	0	1.76437414933405	0.955137653088623	2.99510204722168	3.22641077232938	5.28294828519419
"ENSG00000144827"	7.71789420129874	4.75484298835648	7.57205767777139	8.21909840314685	12.7194907443408	5.16715609843807	5.86440971912199	10.0497461487729	4.947178008986	6.60582098015967	5.21080445020299	3.99796589073233	4.85057179480687	13.3633898907365	10.4680711883625	4.72376800815596	2.94131592337329	4.92452824276584	4.93906469807308	8.30555286287567	6.33850221395101	6.21497715577942	7.82442406470677	5.83754589208005	4.71550574303614	4.40544439408947	6.58594095109796	12.539673661607	3.15371977264334	1.71175753323948	10.8216944836182	5.94910782314101	5.5279311127771	5.70843620501511	7.22623531267183	4.40337526310754	10.7094365054511	8.66647259943528	8.32886370889121	5.04053128677064	4.50260518201392	3.90873243606848	3.72358533147874	8.13016346702244	4.86259897772369	12.373659058078	0	7.73899277696285	7.82801358399737	5.60555643003281	7.52398504644365	11.7495410952887	7.6328271702966	5.29312244800214	11.4616518370635	8.23653062985961	7.25942423774111	10.5658965703884
"ENSG00000106077"	13.7207008023089	0	3.24516757618774	10.0455647149573	11.1295544012982	5.16715609843807	9.2155009871917	9.04477153389561	6.1839725112325	8.49319840306244	6.25296534024359	5.9969488360985	7.760914871691	14.1494716490151	8.56478551775114	13.2265504228367	11.7652636934932	3.28301882851056	4.93906469807308	11.3257539039214	7.92312776743876	2.07165905192647	12.1713263228772	11.6750917841601	14.1465172291084	5.13968512643771	16.9352767313948	16.7195648821427	4.73057965896502	3.42351506647896	7.93590928798665	3.399490184652	3.94852222341221	12.3682784441994	12.4816791764332	11.0084381577688	3.56981216848369	23.5232827698958	2.77628790296374	6.04863754412477	4.50260518201392	10.9444508209917	4.65448166434842	10.162704333778	14.5877969331711	14.2772989131669	15.1034057838318	24.0768664172178	6.7097259291406	12.6125019675738	10.34547943886	23.4990821905774	6.3606893085805	9.70405782133726	12.4167894901521	17.2218367715246	12.0990403962352	13.2073707129855
"ENSG00000100997"	2.57263140043291	0	4.32689010158365	1.82646631181041	1.5899363430426	3.10029365906284	3.35109126806971	1.00497461487729	1.2367945022465	7.54950969161106	1.0421608900406	1.99898294536617	2.91034307688412	3.14432703311448	0.951642835305683	0.944753601631193	0.735328980843322	1.64150941425528	0.987812939614616	1.51010052052285	1.58462555348775	1.03582952596324	5.21628270980452	0.833935127440008	4.71550574303614	0	1.88169741459942	3.13491841540176	1.57685988632167	1.71175753323948	1.44289259781575	2.549617638489	3.15881777872977	0	4.59851338079116	2.20168763155377	0	2.47613502841008	2.77628790296374	2.01621251470826	1.12565129550348	0.781746487213696	0	4.06508173351122	2.91755938663421	1.90363985508892	0	6.87910469063365	2.23657530971354	2.1020836612623	3.76199252322183	7.47698069700189	0	3.52874829866809	0.955137653088623	0.748775511805419	0	2.6414741425971
"ENSG00000114779"	6.86035040115444	1.58494766278549	3.24516757618774	9.13233155905206	4.76980902912781	4.13372487875046	8.37772817017427	6.02984768926374	12.367945022465	7.54950969161106	8.33728712032478	3.99796589073233	3.8804574358455	10.219062857622	7.61314268244546	14.1713040244679	5.88263184674658	4.92452824276584	7.90250351691693	8.30555286287567	8.71544054418263	12.4299543115588	7.82442406470677	16.6787025488002	16.0327195263229	5.87392585878596	14.1127306094956	12.539673661607	1.57685988632167	5.13527259971844	7.21446298907877	8.49872546163001	7.10734000214198	15.2224965467069	7.22623531267183	9.54064640339967	1.78490608424184	7.42840508523024	0.925429300987912	10.0810625735413	6.75390777302088	10.1627043337781	5.58537799721811	5.08135216688902	11.6702375465369	8.56637934790013	5.03446859461062	7.73899277696285	13.4194518582812	7.00694553754101	6.5834869156382	6.40884059743019	6.3606893085805	7.05749659733619	10.5065141839748	11.2316326770813	9.67923231698815	7.04393104692559
