Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.019171008	0.00765194105996304
HMR_9034	glucose	-0.898948663	-0.898948663
HMR_9039	isoleucine	-0.004599992	-0.00184296388273925
HMR_9040	leucine	-0.00879963	-0.00375846472335347
HMR_9041	lysine	-0.015465749	-0.00294760268532015
HMR_9042	methionine	-0.004351409	-0.000922287308166186
HMR_9043	phenylalanine	-0.004906518	-0.00155885993688557
HMR_9044	threonine	-0.009821513	-0.00233421627703249
HMR_9045	tryptophan	-0.00133912	-0.000403953620496509
HMR_9046	valine	-0.010175864	-0.0027567345805057
HMR_9061	alanine	0.086767953	-0.00342093148164565
HMR_9062	asparagine	-0.001222105	-0.00153602348398622
HMR_9063	glutamine	-0.219496506	-0.219496506
HMR_9064	tyrosine	-0.006833216	-0.00116796205822557
HMR_9066	arginine	-0.005431378	-0.00209667202312044
HMR_9067	glycine	0.008171299	-0.348209471293419
HMR_9068	proline	0.00710491	-0.00210922197165288
HMR_9069	serine	-0.031649758	-2.46843175340855
HMR_9070	aspartate	-0.012462967	0
HMR_9071	glutamate	0.011390914	-1.05726210741786
HMR_9083	choline	-0.000844902	-0.00095497020230209
HMR_9087	ornithine	-0.001427155	0
HMR_9133	pyruvate	1.52e-07	0
HMR_9135	L-lactate	1.118142634	4.57924893435994
HMR_9146	folate	8.51e-06	-0.725480888956319
HMR_9259	AKG	1.05e-05	0
HMR_9292	L-carnitine	-4.72e-05	0
